# ID,Age,Gender,HHtype,HH_ID
0,16,1,1,38
1,15,1,1,93
2,18,1,1,39
3,17,1,1,6
4,18,1,1,88
5,21,0,1,34
6,24,0,1,70
7,24,0,1,47
8,21,0,1,40
9,20,0,1,102
10,23,0,1,12
11,21,0,1,4
12,24,1,1,90
13,22,1,1,67
14,24,1,1,80
15,21,1,1,54
16,27,0,1,32
17,26,0,1,58
18,29,0,1,55
19,28,0,1,18
20,29,0,1,84
21,29,0,1,96
22,27,0,1,53
23,27,1,1,35
24,26,1,1,66
25,25,1,1,21
26,26,1,1,42
27,26,1,1,1
28,29,1,1,41
29,31,0,1,44
30,34,0,1,94
31,34,0,1,73
32,31,0,1,101
33,39,0,1,105
34,37,0,1,31
35,39,0,1,3
36,36,0,1,37
37,38,1,1,46
38,36,1,1,56
39,37,1,1,16
40,38,1,1,30
41,36,1,1,71
42,38,1,1,36
43,38,1,1,28
44,37,1,1,95
45,36,1,1,62
46,38,1,1,65
47,38,1,1,85
48,43,0,1,50
49,41,0,1,26
50,43,0,1,99
51,42,1,1,103
52,42,1,1,45
53,42,1,1,69
54,42,1,1,75
55,50,0,1,5
56,51,0,1,106
57,54,1,1,52
58,51,1,1,24
59,53,1,1,76
60,58,1,1,74
61,58,1,1,61
62,56,1,1,23
63,59,1,1,104
64,55,1,1,68
65,64,0,1,17
66,63,0,1,57
67,62,0,1,27
68,61,0,1,43
69,60,0,1,79
70,64,1,1,11
71,63,1,1,82
72,63,1,1,59
73,61,1,1,51
74,63,1,1,25
75,60,1,1,15
76,63,1,1,0
77,61,1,1,13
78,62,1,1,29
79,67,0,1,86
80,66,0,1,83
81,66,0,1,33
82,67,0,1,10
83,68,1,1,8
84,65,1,1,100
85,65,1,1,49
86,66,1,1,60
87,74,0,1,64
88,72,0,1,87
89,73,0,1,7
90,73,1,1,91
91,74,1,1,20
92,72,1,1,22
93,72,1,1,81
94,78,1,1,98
95,79,1,1,72
96,82,0,1,2
97,83,0,1,63
98,82,0,1,19
99,80,1,1,77
100,82,1,1,48
101,88,0,1,78
102,88,1,1,9
103,85,1,1,14
104,87,1,1,97
105,89,1,1,89
106,85,1,1,92
107,1,0,2,109
108,2,0,2,121
109,0,0,2,131
110,0,0,2,147
111,0,0,2,119
112,0,1,2,141
113,0,1,2,163
114,0,1,2,141
115,0,1,2,143
116,3,1,2,131
117,8,0,2,121
118,6,0,2,108
