# ID,Age,Gender,HHtype,HH_ID
0,15,0,1,104
1,19,0,1,11
2,16,1,1,117
3,18,1,1,56
4,15,1,1,88
5,15,1,1,87
6,24,0,1,77
7,22,0,1,35
8,20,0,1,83
9,21,1,1,2
10,27,0,1,52
11,29,0,1,81
12,26,0,1,67
13,26,1,1,13
14,29,1,1,106
15,28,1,1,108
16,29,1,1,100
17,33,0,1,89
18,30,0,1,103
19,32,0,1,85
20,33,0,1,66
21,31,1,1,32
22,30,1,1,43
23,30,1,1,63
24,34,1,1,41
25,36,0,1,78
26,37,0,1,90
27,39,0,1,101
28,38,0,1,30
29,37,0,1,44
30,38,0,1,116
31,36,0,1,16
32,35,0,1,79
33,36,1,1,71
34,37,1,1,94
35,35,1,1,3
36,43,0,1,59
37,40,0,1,37
38,43,0,1,27
39,44,0,1,105
40,41,1,1,72
41,42,1,1,53
42,43,1,1,49
43,42,1,1,82
44,43,1,1,99
45,44,1,1,28
46,40,1,1,110
47,40,1,1,91
48,42,1,1,70
49,41,1,1,22
50,41,1,1,55
51,44,1,1,69
52,47,0,1,40
53,46,0,1,4
54,46,0,1,19
55,45,0,1,29
56,45,1,1,31
57,47,1,1,12
58,49,1,1,45
59,51,0,1,14
60,52,0,1,68
61,50,0,1,60
62,52,1,1,6
63,52,1,1,57
64,52,1,1,111
65,51,1,1,5
66,52,1,1,20
67,56,0,1,26
68,56,0,1,64
69,59,0,1,21
70,57,0,1,58
71,58,1,1,73
72,58,1,1,48
73,58,1,1,25
74,61,0,1,9
75,61,0,1,112
76,63,0,1,62
77,63,0,1,8
78,61,0,1,97
79,64,0,1,51
80,63,1,1,80
81,62,1,1,47
82,62,1,1,113
83,61,1,1,115
84,66,0,1,18
85,68,0,1,95
86,69,0,1,107
87,69,0,1,24
88,69,0,1,84
89,68,0,1,96
90,66,0,1,114
91,65,1,1,23
92,69,1,1,17
93,68,1,1,34
94,69,1,1,86
95,73,0,1,92
96,70,0,1,54
97,74,0,1,10
98,73,0,1,65
99,73,0,1,7
100,72,1,1,42
101,74,1,1,75
102,74,1,1,93
103,74,1,1,36
104,76,0,1,50
105,77,0,1,61
106,77,1,1,39
107,77,1,1,102
108,75,1,1,74
109,83,0,1,15
110,83,1,1,76
111,82,1,1,0
112,86,0,1,33
113,89,1,1,109
114,88,1,1,46
115,89,1,1,1
116,85,1,1,98
117,86,1,1,38
118,4,0,2,236
119,3,0,2,169
120,2,0,2,210
121,0,0,2,220
122,0,0,2,242
123,2,0,2,145
124,2,0,2,136
125,4,0,2,132
126,4,0,2,120
127,2,0,2,189
128,4,0,2,194
129,1,1,2,195
130,3,1,2,226
131,1,1,2,143
132,4,1,2,211
133,3,1,2,122
134,3,1,2,241
135,2,1,2,135
136,5,0,2,237
137,6,0,2,228
138,9,0,2,224
139,5,0,2,200
140,9,0,2,158
141,9,0,2,181
142,8,1,2,234
143,7,1,2,194
144,9,1,2,152
145,7,1,2,177
146,9,1,2,188
147,7,1,2,156
148,9,1,2,131
149,5,1,2,146
150,5,1,2,204
151,6,1,2,208
152,6,1,2,198
153,8,1,2,217
154,6,1,2,238
155,12,0,2,213
156,10,0,2,237
157,14,0,2,184
158,13,0,2,201
159,10,0,2,133
160,11,0,2,200
161,11,0,2,144
162,10,1,2,241
163,13,1,2,169
164,13,1,2,140
165,18,0,2,125
166,17,0,2,202
167,16,0,2,128
168,16,0,2,223
169,17,1,2,118
170,15,1,2,152
171,15,1,2,121
172,18,1,2,137
173,16,1,2,209
174,16,1,2,233
175,17,1,2,121
176,18,1,2,126
177,16,1,2,138
178,23,0,2,192
179,21,0,2,201
180,23,1,2,175
181,24,1,2,240
182,24,1,2,166
183,21,1,2,179
184,22,1,2,131
185,29,0,2,149
186,26,0,2,235
187,27,0,2,221
188,27,0,2,175
189,27,0,2,149
190,29,1,2,132
191,25,1,2,179
192,26,1,2,129
193,29,1,2,207
194,29,1,2,182
195,33,0,2,210
196,33,0,2,148
197,33,0,2,205
198,33,1,2,130
199,33,1,2,212
200,32,1,2,206
201,31,1,2,127
202,32,1,2,204
203,34,1,2,154
204,32,1,2,207
205,32,1,2,228
206,30,1,2,167
207,32,1,2,180
208,32,1,2,133
209,31,1,2,172
210,30,1,2,215
211,30,1,2,157
212,35,0,2,225
213,35,0,2,151
214,36,0,2,206
215,35,0,2,163
216,36,0,2,167
217,39,0,2,195
218,38,0,2,176
219,35,0,2,139
220,38,0,2,140
221,38,0,2,128
222,37,0,2,219
223,35,0,2,213
224,35,0,2,199
225,37,0,2,203
226,37,1,2,190
227,38,1,2,170
228,37,1,2,191
229,38,1,2,176
230,35,1,2,119
231,38,1,2,164
232,36,1,2,229
233,39,1,2,159
234,37,1,2,124
235,37,1,2,223
236,37,1,2,166
237,37,1,2,229
238,40,0,2,205
239,43,0,2,187
240,44,0,2,231
241,41,0,2,183
242,44,0,2,122
243,42,0,2,165
244,41,0,2,171
245,44,0,2,134
246,43,1,2,163
247,41,1,2,160
248,40,1,2,142
249,44,1,2,156
250,47,0,2,157
251,48,0,2,177
252,45,0,2,221
253,45,1,2,147
254,48,1,2,139
255,47,1,2,134
256,48,1,2,119
257,53,0,2,233
258,50,0,2,154
259,54,0,2,159
260,53,0,2,214
261,53,1,2,211
262,50,1,2,242
263,50,1,2,118
264,52,1,2,150
265,51,1,2,236
266,53,1,2,150
267,51,1,2,216
268,54,1,2,129
269,53,1,2,218
270,54,1,2,217
271,56,0,2,222
272,56,0,2,151
273,58,0,2,238
274,58,0,2,239
275,58,0,2,234
276,59,0,2,227
277,58,0,2,197
278,56,0,2,196
279,57,1,2,215
280,58,1,2,181
281,58,1,2,162
282,56,1,2,202
283,55,1,2,141
284,61,0,2,168
285,63,0,2,137
286,60,0,2,164
287,60,1,2,193
288,62,1,2,224
289,60,1,2,239
290,61,1,2,145
291,63,1,2,153
292,64,1,2,147
293,64,1,2,191
294,61,1,2,214
295,60,1,2,183
296,66,0,2,226
297,67,0,2,225
298,66,0,2,148
299,67,0,2,192
300,66,0,2,160
301,66,0,2,162
302,67,0,2,127
303,68,0,2,197
304,66,0,2,120
305,65,1,2,173
306,66,1,2,185
307,69,1,2,222
308,67,1,2,235
309,66,1,2,208
310,69,1,2,203
311,68,1,2,220
312,65,1,2,144
313,68,1,2,170
314,67,1,2,142
315,67,1,2,216
316,66,1,2,174
317,66,1,2,186
318,69,1,2,153
319,73,0,2,184
320,71,0,2,230
321,71,0,2,186
322,72,0,2,198
323,74,1,2,178
324,72,1,2,209
325,72,1,2,232
326,73,1,2,174
327,72,1,2,240
328,73,1,2,155
329,79,0,2,165
330,79,0,2,135
331,77,0,2,143
332,79,0,2,171
333,77,0,2,185
334,77,0,2,190
335,79,0,2,130
336,76,0,2,230
337,75,0,2,124
338,75,1,2,125
339,78,1,2,212
340,77,1,2,158
341,75,1,2,123
342,79,1,2,231
343,77,1,2,196
344,79,1,2,161
345,78,1,2,126
346,76,1,2,173
347,75,1,2,193
348,78,1,2,136
349,78,1,2,199
350,77,1,2,155
351,79,1,2,168
352,79,1,2,180
