# ID,Age,Gender,HHtype,HH_ID
0,18,1,1,20
1,19,1,1,47
2,21,0,1,35
3,38,1,1,0
4,55,0,1,11
5,62,0,1,42
6,60,1,1,19
7,61,1,1,17
8,64,1,1,23
9,61,1,1,24
10,68,0,1,39
11,66,0,1,9
12,65,0,1,32
13,73,0,1,10
14,71,1,1,38
15,75,0,1,37
16,75,0,1,25
17,75,0,1,12
18,83,0,1,26
19,84,1,1,40
20,87,1,1,33
21,87,1,1,18
22,87,1,1,46
23,85,1,1,2
24,87,1,1,22
25,86,1,1,41
26,86,1,1,29
27,87,1,1,4
28,86,1,1,7
29,88,1,1,16
30,86,1,1,5
31,85,1,1,36
32,89,1,1,43
33,86,1,1,45
34,89,1,1,13
35,86,1,1,6
36,88,1,1,14
37,85,1,1,27
38,88,1,1,21
39,88,1,1,15
40,89,1,1,8
41,89,1,1,3
42,86,1,1,44
43,88,1,1,28
44,88,1,1,34
45,87,1,1,30
46,89,1,1,31
47,89,1,1,1
48,4,0,2,67
49,3,0,2,70
50,5,0,2,84
51,7,1,2,62
52,16,0,2,79
53,17,0,2,69
54,16,0,2,84
55,24,0,2,66
56,23,0,2,82
57,20,1,2,51
58,29,0,2,76
59,29,1,2,60
60,25,1,2,68
61,33,1,2,81
62,34,1,2,64
63,35,0,2,67
64,36,0,2,48
65,39,0,2,55
66,37,0,2,51
67,39,1,2,61
68,36,1,2,78
69,39,1,2,71
70,45,0,2,53
71,49,0,2,54
72,47,0,2,73
73,48,0,2,49
74,48,0,2,79
75,48,0,2,74
76,53,1,2,54
77,54,1,2,55
78,52,1,2,62
79,54,1,2,64
80,61,0,2,60
81,61,0,2,82
82,60,0,2,77
83,62,0,2,58
84,63,0,2,59
85,62,0,2,74
86,69,1,2,52
87,69,1,2,49
88,67,1,2,78
89,68,1,2,53
90,69,1,2,63
91,67,1,2,63
92,66,1,2,81
93,68,1,2,50
94,66,1,2,58
95,66,1,2,80
96,74,0,2,83
97,71,0,2,48
98,70,0,2,70
99,74,0,2,68
100,70,1,2,77
101,73,1,2,80
102,71,1,2,85
103,70,1,2,71
104,72,1,2,72
105,74,1,2,65
106,75,1,2,83
107,76,1,2,72
108,75,1,2,57
109,78,1,2,85
110,75,1,2,59
111,75,1,2,66
112,76,1,2,50
113,78,1,2,61
114,78,1,2,75
115,77,1,2,52
116,79,1,2,56
117,77,1,2,69
118,82,0,2,73
119,84,0,2,75
120,84,0,2,65
121,84,0,2,57
122,83,0,2,76
123,83,0,2,56
124,80,0,2,0
125,8,1,3,87
126,12,0,3,97
127,20,0,3,102
128,26,1,3,92
129,31,0,3,97
130,32,0,3,105
131,33,0,3,101
132,31,0,3,105
133,32,0,3,98
134,30,1,3,96
135,39,0,3,96
136,36,1,3,103
137,42,0,3,93
138,40,1,3,94
139,44,1,3,99
140,43,1,3,93
141,44,1,3,94
142,41,1,3,87
143,46,0,3,90
144,45,1,3,88
145,48,1,3,91
146,45,1,3,95
147,46,1,3,86
148,46,1,3,89
149,59,0,3,99
150,58,0,3,87
151,64,1,3,96
152,61,1,3,89
153,64,1,3,98
154,60,1,3,102
155,69,1,3,88
156,70,0,3,103
157,79,1,3,91
158,79,1,3,97
159,79,1,3,102
160,84,1,3,95
161,83,1,3,90
162,83,1,3,90
163,84,1,3,93
164,81,1,3,105
165,82,1,3,92
166,89,1,3,89
167,85,1,3,104
168,87,1,3,100
169,89,1,3,103
170,87,1,3,104
171,86,1,3,101
172,85,1,3,101
173,89,1,3,91
174,87,1,3,100
175,89,1,3,100
176,86,1,3,86
177,87,1,3,104
178,89,1,3,95
179,89,1,3,86
180,89,1,3,94
181,89,1,3,92
182,87,1,3,98
183,89,1,3,99
184,86,1,3,88
185,87,1,3,0
186,4,0,4,120
187,4,1,4,109
188,0,1,4,122
189,7,1,4,109
190,12,0,4,121
191,12,0,4,120
192,24,0,4,112
193,37,0,4,112
194,36,1,4,115
195,40,0,4,116
196,41,0,4,118
197,51,1,4,119
198,61,1,4,107
199,61,1,4,112
200,62,1,4,108
201,69,0,4,117
202,69,0,4,116
203,69,0,4,113
204,65,0,4,108
205,65,0,4,107
206,68,0,4,116
207,65,0,4,114
208,66,0,4,114
209,67,1,4,106
210,69,1,4,120
211,70,1,4,107
212,76,0,4,111
213,79,0,4,119
214,75,0,4,110
215,75,0,4,118
216,80,1,4,111
217,83,1,4,109
218,83,1,4,119
219,84,1,4,122
220,83,1,4,110
221,80,1,4,122
222,80,1,4,108
223,81,1,4,116
224,82,1,4,112
225,84,1,4,113
226,80,1,4,121
227,83,1,4,120
228,89,0,4,110
229,87,0,4,115
230,87,0,4,121
231,86,0,4,117
232,88,0,4,115
233,87,0,4,119
234,89,0,4,111
235,88,0,4,106
236,88,0,4,110
237,88,0,4,115
238,89,1,4,117
239,89,1,4,107
240,86,1,4,118
241,86,1,4,113
242,88,1,4,121
243,86,1,4,118
244,88,1,4,109
245,85,1,4,106
246,89,1,4,122
247,89,1,4,111
248,88,1,4,108
249,86,1,4,114
250,85,1,4,113
251,85,1,4,106
252,85,1,4,117
253,85,1,4,114
254,86,1,4,0
255,2,0,5,123
256,1,1,5,124
257,11,0,5,125
258,18,1,5,125
259,18,1,5,123
260,55,0,5,123
261,62,1,5,124
262,65,0,5,125
263,65,0,5,124
264,71,0,5,123
265,72,1,5,125
266,84,0,5,124
267,88,0,5,123
268,86,0,5,124
269,88,1,5,125
270,87,1,5,0
271,87,1,5,0
272,88,1,5,0
273,85,1,5,0
