# ID,Age,Gender,HHtype,HH_ID
0,15,0,1,99
1,17,0,1,22
2,16,0,1,176
3,15,0,1,103
4,16,0,1,220
5,15,0,1,26
6,16,0,1,40
7,16,0,1,18
8,19,0,1,92
9,15,1,1,195
10,18,1,1,159
11,15,1,1,141
12,15,1,1,72
13,16,1,1,158
14,22,0,1,191
15,20,0,1,29
16,21,0,1,196
17,23,1,1,207
18,22,1,1,111
19,20,1,1,81
20,27,0,1,116
21,28,0,1,175
22,28,0,1,216
23,28,0,1,62
24,26,0,1,57
25,29,0,1,53
26,29,0,1,23
27,26,1,1,120
28,29,1,1,21
29,29,1,1,86
30,29,1,1,46
31,34,0,1,91
32,34,0,1,88
33,33,0,1,74
34,34,0,1,35
35,32,0,1,123
36,30,0,1,180
37,34,0,1,105
38,33,1,1,155
39,30,1,1,185
40,31,1,1,85
41,34,1,1,15
42,37,0,1,65
43,38,0,1,208
44,39,0,1,114
45,38,0,1,199
46,37,0,1,126
47,38,0,1,54
48,36,1,1,58
49,39,1,1,229
50,39,1,1,230
51,35,1,1,197
52,35,1,1,205
53,36,1,1,32
54,39,1,1,210
55,36,1,1,96
56,38,1,1,160
57,35,1,1,55
58,38,1,1,149
59,40,0,1,109
60,44,0,1,164
61,41,0,1,239
62,43,0,1,189
63,40,0,1,49
64,42,1,1,234
65,43,1,1,162
66,43,1,1,170
67,42,1,1,132
68,42,1,1,70
69,43,1,1,204
70,44,1,1,168
71,40,1,1,30
72,42,1,1,52
73,43,1,1,93
74,44,1,1,44
75,40,1,1,118
76,40,1,1,184
77,49,0,1,37
78,47,0,1,146
79,46,0,1,240
80,49,0,1,215
81,47,0,1,150
82,48,1,1,39
83,48,1,1,64
84,48,1,1,225
85,47,1,1,90
86,49,1,1,80
87,49,1,1,113
88,45,1,1,166
89,49,1,1,212
90,53,0,1,169
91,50,0,1,231
92,54,0,1,187
93,51,0,1,104
94,54,0,1,89
95,51,0,1,183
96,54,0,1,2
97,51,0,1,34
98,54,1,1,127
99,54,1,1,138
100,51,1,1,59
101,51,1,1,108
102,57,0,1,151
103,55,0,1,219
104,55,0,1,182
105,57,0,1,218
106,57,0,1,10
107,59,0,1,213
108,56,0,1,69
109,58,0,1,13
110,56,1,1,84
111,58,1,1,134
112,59,1,1,178
113,55,1,1,121
114,57,1,1,8
115,58,1,1,5
116,58,1,1,106
117,56,1,1,145
118,56,1,1,241
119,56,1,1,110
120,57,1,1,214
121,56,1,1,76
122,57,1,1,25
123,62,0,1,140
124,62,0,1,188
125,63,0,1,233
126,63,0,1,101
127,61,0,1,147
128,62,0,1,63
129,60,0,1,194
130,60,0,1,128
131,63,0,1,206
132,64,0,1,45
133,60,0,1,167
134,63,1,1,56
135,60,1,1,79
136,60,1,1,172
137,62,1,1,177
138,64,1,1,115
139,63,1,1,136
140,63,1,1,217
141,63,1,1,209
142,64,1,1,100
143,62,1,1,6
144,62,1,1,47
145,64,1,1,51
146,66,0,1,157
147,67,0,1,9
148,66,0,1,236
149,65,0,1,119
150,68,0,1,66
151,68,0,1,98
152,66,0,1,226
153,65,0,1,82
154,68,1,1,31
155,68,1,1,173
156,65,1,1,0
157,66,1,1,224
158,65,1,1,131
159,65,1,1,181
160,69,1,1,144
161,66,1,1,33
162,69,1,1,137
163,67,1,1,48
164,67,1,1,87
165,68,1,1,14
166,66,1,1,42
167,65,1,1,107
168,65,1,1,129
169,65,1,1,222
170,73,0,1,130
171,74,0,1,200
172,70,0,1,4
173,71,0,1,202
174,73,0,1,78
175,72,0,1,228
176,74,0,1,142
177,73,1,1,112
178,72,1,1,227
179,72,1,1,232
180,71,1,1,238
181,71,1,1,77
182,72,1,1,71
183,71,1,1,161
184,74,1,1,198
185,78,0,1,117
186,79,0,1,60
187,75,0,1,122
188,78,0,1,3
189,76,0,1,24
190,77,0,1,7
191,76,0,1,16
192,77,0,1,61
193,78,1,1,17
194,78,1,1,75
195,76,1,1,27
196,75,1,1,20
197,77,1,1,12
198,76,1,1,68
199,75,1,1,102
200,77,1,1,186
201,77,1,1,235
202,79,1,1,165
203,79,1,1,139
204,75,1,1,36
205,77,1,1,41
206,76,1,1,237
207,83,0,1,203
208,80,0,1,38
209,82,0,1,94
210,82,0,1,95
211,83,0,1,192
212,83,0,1,221
213,83,0,1,133
214,80,1,1,148
215,80,1,1,73
216,83,1,1,153
217,83,1,1,193
218,83,1,1,43
219,81,1,1,179
220,84,1,1,190
221,82,1,1,28
222,81,1,1,156
223,85,0,1,125
224,89,0,1,154
225,86,0,1,50
226,88,0,1,201
227,88,0,1,67
228,88,1,1,97
229,88,1,1,171
230,86,1,1,124
231,88,1,1,223
232,87,1,1,143
233,87,1,1,1
234,89,1,1,83
235,86,1,1,163
236,89,1,1,152
237,88,1,1,135
238,86,1,1,174
239,88,1,1,11
240,86,1,1,211
241,85,1,1,19
242,4,0,2,483
243,2,0,2,252
244,4,0,2,458
245,4,0,2,258
246,2,0,2,512
247,2,0,2,530
248,4,0,2,323
249,4,0,2,509
250,4,0,2,529
251,0,0,2,388
252,1,1,2,532
253,2,1,2,250
254,1,1,2,521
255,3,1,2,277
256,2,1,2,423
257,4,1,2,402
258,0,1,2,279
259,1,1,2,414
260,3,1,2,532
261,4,1,2,417
262,1,1,2,283
263,8,0,2,516
264,7,0,2,518
265,6,0,2,341
266,9,0,2,390
267,8,0,2,364
268,9,0,2,470
269,8,0,2,247
270,7,0,2,486
271,9,0,2,425
272,7,1,2,296
273,6,1,2,250
274,7,1,2,265
275,7,1,2,485
276,9,1,2,412
277,5,1,2,444
278,9,1,2,482
279,12,0,2,255
280,11,0,2,308
281,14,0,2,434
282,11,0,2,274
283,12,0,2,473
284,11,0,2,494
285,10,0,2,306
286,10,0,2,460
287,11,0,2,517
288,13,0,2,399
289,14,0,2,262
290,14,0,2,418
291,12,0,2,372
292,14,0,2,321
293,12,0,2,245
294,12,0,2,319
295,11,1,2,263
296,11,1,2,314
297,14,1,2,393
298,10,1,2,301
299,10,1,2,243
300,10,1,2,265
301,14,1,2,499
302,12,1,2,327
303,12,1,2,261
304,15,0,2,533
305,17,0,2,254
306,17,0,2,314
307,16,0,2,276
308,16,0,2,533
309,17,0,2,490
310,18,0,2,503
311,17,0,2,385
312,19,1,2,529
313,16,1,2,373
314,16,1,2,477
315,16,1,2,491
316,19,1,2,456
317,18,1,2,442
318,16,1,2,453
319,16,1,2,366
320,18,1,2,535
321,18,1,2,458
322,18,1,2,432
323,18,1,2,242
324,19,1,2,319
325,16,1,2,284
326,15,1,2,507
327,17,1,2,331
328,15,1,2,318
329,17,1,2,345
330,15,1,2,282
331,17,1,2,312
332,21,0,2,367
333,21,0,2,259
334,20,0,2,262
335,23,0,2,450
336,22,1,2,298
337,22,1,2,435
338,22,1,2,403
339,20,1,2,413
340,21,1,2,255
341,21,1,2,436
342,24,1,2,499
343,24,1,2,541
344,24,1,2,270
345,24,1,2,358
346,28,0,2,465
347,27,0,2,269
348,28,0,2,259
349,25,0,2,276
350,26,0,2,468
351,28,0,2,326
352,29,0,2,448
353,29,0,2,320
354,28,0,2,251
355,26,0,2,542
356,28,0,2,348
357,25,0,2,288
358,27,0,2,417
359,26,0,2,362
360,26,1,2,464
361,26,1,2,272
362,25,1,2,271
363,27,1,2,427
364,29,1,2,368
365,25,1,2,454
366,25,1,2,323
367,26,1,2,360
368,26,1,2,344
369,28,1,2,422
370,28,1,2,278
371,26,1,2,280
372,27,1,2,346
373,28,1,2,457
374,33,0,2,253
375,34,0,2,368
376,34,0,2,497
377,31,0,2,506
378,30,0,2,381
379,34,0,2,424
380,30,0,2,347
381,30,0,2,531
382,33,0,2,248
383,34,0,2,290
384,32,0,2,294
385,34,0,2,327
386,30,0,2,426
387,30,0,2,476
388,34,0,2,359
389,33,0,2,397
390,33,0,2,246
391,34,0,2,515
392,34,0,2,526
393,33,0,2,507
394,31,0,2,489
395,34,0,2,330
396,34,1,2,309
397,33,1,2,304
398,32,1,2,313
399,34,1,2,270
400,30,1,2,398
401,30,1,2,453
402,34,1,2,384
403,38,0,2,357
404,38,0,2,526
405,38,0,2,386
406,39,0,2,266
407,38,0,2,282
408,37,0,2,243
409,37,0,2,493
410,35,0,2,486
411,38,0,2,380
412,37,0,2,469
413,36,0,2,364
414,38,0,2,531
415,35,0,2,339
416,35,0,2,299
417,37,0,2,382
418,35,1,2,541
419,38,1,2,495
420,37,1,2,249
421,36,1,2,441
422,36,1,2,406
423,35,1,2,279
424,35,1,2,354
425,39,1,2,371
426,35,1,2,361
427,39,1,2,517
428,35,1,2,383
429,36,1,2,253
430,37,1,2,500
431,36,1,2,334
432,38,1,2,311
433,35,1,2,515
434,35,1,2,256
435,44,0,2,365
436,43,0,2,325
437,43,0,2,396
438,43,0,2,268
439,43,0,2,488
440,44,0,2,419
441,42,0,2,442
442,40,0,2,329
443,43,0,2,476
444,40,0,2,501
445,42,0,2,328
446,40,0,2,264
447,43,1,2,412
448,44,1,2,508
449,40,1,2,429
450,44,1,2,345
451,42,1,2,249
452,43,1,2,415
453,43,1,2,443
454,44,1,2,519
455,41,1,2,474
456,42,1,2,521
457,42,1,2,519
458,43,1,2,500
459,41,1,2,271
460,41,1,2,484
461,43,1,2,399
462,40,1,2,372
463,42,1,2,536
464,42,1,2,295
465,44,1,2,461
466,45,0,2,317
467,46,0,2,348
468,46,0,2,520
469,48,0,2,342
470,47,0,2,260
471,48,0,2,316
472,47,0,2,445
473,46,0,2,286
474,48,0,2,358
475,45,0,2,264
476,49,0,2,293
477,45,0,2,452
478,49,0,2,462
479,48,1,2,468
480,48,1,2,477
481,48,1,2,322
482,47,1,2,410
483,48,1,2,303
484,48,1,2,379
485,46,1,2,375
486,48,1,2,522
487,49,1,2,343
488,45,1,2,300
489,46,1,2,432
490,46,1,2,513
491,46,1,2,478
492,48,1,2,333
493,49,1,2,342
494,46,1,2,431
495,53,0,2,512
496,50,0,2,354
497,52,0,2,245
498,52,0,2,508
499,54,0,2,291
500,50,0,2,480
501,51,0,2,352
502,54,0,2,543
503,52,0,2,425
504,54,0,2,286
505,53,0,2,356
506,52,0,2,404
507,53,1,2,304
508,53,1,2,275
509,52,1,2,481
510,52,1,2,374
511,54,1,2,320
512,50,1,2,494
513,53,1,2,538
514,50,1,2,287
515,54,1,2,501
516,53,1,2,433
517,51,1,2,377
518,52,1,2,472
519,52,1,2,298
520,51,1,2,462
521,53,1,2,356
522,52,1,2,527
523,54,1,2,278
524,50,1,2,381
525,50,1,2,463
526,54,1,2,427
527,50,1,2,370
528,52,1,2,524
529,55,0,2,424
530,58,0,2,539
531,55,0,2,284
532,56,0,2,357
533,55,0,2,335
534,57,0,2,398
535,56,0,2,542
536,58,0,2,411
537,58,0,2,377
538,55,0,2,418
539,56,0,2,430
540,58,0,2,513
541,59,0,2,247
542,57,0,2,466
543,58,0,2,351
544,56,0,2,420
545,58,0,2,283
546,55,0,2,269
547,55,0,2,454
548,59,0,2,523
549,55,0,2,492
550,59,0,2,295
551,55,0,2,334
552,55,0,2,530
553,57,1,2,258
554,56,1,2,331
555,58,1,2,475
556,59,1,2,292
557,56,1,2,339
558,56,1,2,436
559,58,1,2,438
560,59,1,2,386
561,58,1,2,318
562,55,1,2,315
563,57,1,2,393
564,57,1,2,463
565,58,1,2,491
566,59,1,2,267
567,56,1,2,380
568,57,1,2,496
569,55,1,2,534
570,55,1,2,539
571,58,1,2,467
572,59,1,2,301
573,59,1,2,416
574,55,1,2,525
575,56,1,2,469
576,55,1,2,371
577,56,1,2,361
578,57,1,2,426
579,62,0,2,536
580,61,0,2,540
581,63,0,2,428
582,63,0,2,414
583,61,0,2,336
584,62,0,2,244
585,61,0,2,514
586,60,0,2,419
587,60,0,2,248
588,61,0,2,373
589,63,0,2,365
590,64,0,2,274
591,60,0,2,525
592,61,0,2,421
593,60,0,2,482
594,63,0,2,434
595,61,0,2,527
596,60,0,2,355
597,60,0,2,409
598,64,0,2,280
599,61,0,2,505
600,63,0,2,460
601,60,0,2,459
602,63,0,2,440
603,60,0,2,353
604,62,0,2,369
605,63,0,2,456
606,61,0,2,523
607,64,1,2,350
608,62,1,2,498
609,63,1,2,471
610,64,1,2,326
611,62,1,2,337
612,62,1,2,438
613,62,1,2,315
614,64,1,2,267
615,63,1,2,411
616,60,1,2,540
617,60,1,2,475
618,63,1,2,340
619,60,1,2,317
620,60,1,2,289
621,61,1,2,439
622,62,1,2,369
623,61,1,2,338
624,60,1,2,242
625,60,1,2,447
626,63,1,2,435
627,61,1,2,395
628,61,1,2,252
629,62,1,2,401
630,61,1,2,302
631,62,1,2,466
632,61,1,2,300
633,63,1,2,290
634,60,1,2,421
635,60,1,2,487
636,60,1,2,413
637,62,1,2,492
638,60,1,2,405
639,64,1,2,488
640,60,1,2,420
641,62,1,2,451
642,61,1,2,498
643,62,1,2,313
644,61,1,2,260
645,63,1,2,333
646,61,1,2,464
647,62,1,2,389
648,64,1,2,455
649,61,1,2,349
650,60,1,2,362
651,60,1,2,287
652,63,1,2,324
653,63,1,2,307
654,60,1,2,433
655,63,1,2,353
656,61,1,2,340
657,60,1,2,493
658,67,0,2,351
659,69,0,2,273
660,68,0,2,446
661,66,0,2,347
662,67,0,2,337
663,66,0,2,408
664,68,0,2,394
665,68,0,2,449
666,66,0,2,305
667,67,0,2,402
668,69,0,2,303
669,68,0,2,384
670,65,1,2,335
671,65,1,2,387
672,67,1,2,400
673,69,1,2,510
674,65,1,2,344
675,65,1,2,281
676,65,1,2,510
677,67,1,2,388
678,65,1,2,244
679,67,1,2,360
680,67,1,2,522
681,66,1,2,359
682,67,1,2,376
683,68,1,2,254
684,68,1,2,392
685,65,1,2,514
686,69,1,2,263
687,73,0,2,336
688,74,0,2,441
689,71,0,2,487
690,70,0,2,422
691,74,0,2,285
692,71,0,2,325
693,74,0,2,268
694,73,0,2,281
695,73,0,2,275
696,74,0,2,407
697,73,0,2,484
698,70,1,2,409
699,70,1,2,511
700,72,1,2,302
701,71,1,2,452
702,70,1,2,490
703,73,1,2,346
704,70,1,2,489
705,70,1,2,496
706,74,1,2,534
707,72,1,2,316
708,71,1,2,352
709,70,1,2,293
710,72,1,2,292
711,74,1,2,520
712,70,1,2,410
713,74,1,2,311
714,73,1,2,535
715,74,1,2,289
716,72,1,2,391
717,72,1,2,375
718,76,0,2,502
719,78,0,2,537
720,79,0,2,257
721,77,0,2,389
722,77,0,2,416
723,79,0,2,307
724,77,0,2,257
725,79,0,2,465
726,76,0,2,367
727,79,0,2,306
728,77,0,2,485
729,76,0,2,291
730,76,0,2,385
731,76,0,2,502
732,76,1,2,471
733,79,1,2,400
734,76,1,2,443
735,79,1,2,446
736,75,1,2,395
737,76,1,2,478
738,77,1,2,394
739,79,1,2,382
740,76,1,2,261
741,77,1,2,355
742,76,1,2,332
743,77,1,2,387
744,75,1,2,474
745,79,1,2,415
746,76,1,2,256
747,76,1,2,437
748,77,1,2,506
749,77,1,2,312
750,77,1,2,459
751,78,1,2,310
752,76,1,2,497
753,77,1,2,518
754,77,1,2,467
755,75,1,2,390
756,83,0,2,321
757,84,0,2,439
758,83,0,2,473
759,82,0,2,341
760,82,0,2,299
761,81,0,2,405
762,84,0,2,308
763,83,0,2,450
764,81,0,2,363
765,84,0,2,528
766,80,0,2,305
767,81,0,2,449
768,84,1,2,246
769,83,1,2,543
770,84,1,2,455
771,80,1,2,457
772,83,1,2,437
773,84,1,2,538
774,82,1,2,392
775,84,1,2,481
776,81,1,2,363
777,84,1,2,366
778,82,1,2,397
779,81,1,2,509
780,80,1,2,528
781,81,1,2,537
782,84,1,2,444
783,81,1,2,350
784,84,1,2,479
785,83,1,2,329
786,83,1,2,338
787,81,1,2,273
788,84,1,2,504
789,82,1,2,297
790,81,1,2,423
791,84,1,2,461
792,82,1,2,296
793,80,1,2,445
794,81,1,2,483
795,87,0,2,383
796,86,0,2,330
797,87,0,2,448
798,86,0,2,396
799,88,0,2,376
800,87,0,2,503
801,86,0,2,429
802,87,0,2,370
803,89,0,2,401
804,85,0,2,277
805,88,1,2,447
806,88,1,2,472
807,88,1,2,378
808,87,1,2,516
809,85,1,2,524
810,88,1,2,391
811,88,1,2,470
812,87,1,2,272
813,89,1,2,430
814,86,1,2,479
815,85,1,2,332
816,87,1,2,403
817,85,1,2,297
818,85,1,2,480
819,86,1,2,343
820,86,1,2,511
821,86,1,2,349
822,85,1,2,328
823,85,1,2,408
824,86,1,2,404
825,87,1,2,309
826,89,1,2,374
