# ID,Age,Gender,HHtype,HH_ID
0,19,0,1,147
1,18,0,1,157
2,17,0,1,155
3,17,0,1,71
4,19,0,1,2
5,18,0,1,19
6,18,0,1,120
7,17,0,1,96
8,15,1,1,149
9,17,1,1,68
10,15,1,1,31
11,16,1,1,13
12,18,1,1,44
13,19,1,1,100
14,15,1,1,45
15,18,1,1,151
16,17,1,1,24
17,17,1,1,131
18,24,0,1,53
19,23,0,1,135
20,20,0,1,1
21,20,0,1,113
22,24,0,1,178
23,20,0,1,36
24,22,0,1,99
25,22,0,1,35
26,24,1,1,146
27,20,1,1,82
28,23,1,1,48
29,20,1,1,63
30,24,1,1,159
31,23,1,1,136
32,24,1,1,49
33,23,1,1,75
34,21,1,1,59
35,21,1,1,148
36,24,1,1,171
37,20,1,1,50
38,20,1,1,110
39,23,1,1,107
40,20,1,1,80
41,21,1,1,117
42,24,1,1,127
43,24,1,1,144
44,28,0,1,61
45,26,0,1,106
46,27,0,1,42
47,29,0,1,163
48,29,0,1,109
49,26,0,1,102
50,27,0,1,167
51,28,0,1,84
52,25,0,1,23
53,32,0,1,114
54,31,0,1,166
55,32,0,1,0
56,34,0,1,105
57,34,1,1,12
58,34,1,1,145
59,30,1,1,103
60,35,0,1,22
61,35,0,1,55
62,35,0,1,161
63,37,0,1,104
64,36,0,1,78
65,38,0,1,17
66,38,1,1,125
67,39,1,1,132
68,37,1,1,176
69,36,1,1,62
70,39,1,1,32
71,37,1,1,112
72,38,1,1,34
73,39,1,1,27
74,35,1,1,26
75,43,0,1,115
76,43,0,1,111
77,44,0,1,138
78,43,0,1,134
79,44,0,1,122
80,40,0,1,173
81,44,0,1,41
82,43,0,1,74
83,43,1,1,121
84,40,1,1,143
85,42,1,1,97
86,48,0,1,70
87,49,0,1,33
88,48,0,1,95
89,47,0,1,90
90,49,0,1,140
91,48,0,1,168
92,45,0,1,130
93,49,1,1,40
94,47,1,1,54
95,51,0,1,133
96,54,0,1,142
97,52,0,1,28
98,51,0,1,154
99,52,1,1,86
100,50,1,1,164
101,50,1,1,14
102,51,1,1,39
103,50,1,1,4
104,53,1,1,94
105,50,1,1,76
106,54,1,1,29
107,59,0,1,18
108,59,0,1,87
109,56,0,1,160
110,56,0,1,170
111,57,0,1,137
112,58,0,1,11
113,56,0,1,69
114,57,0,1,5
115,56,0,1,128
116,58,1,1,169
117,59,1,1,56
118,59,1,1,119
119,56,1,1,129
120,57,1,1,124
121,62,0,1,25
122,60,0,1,51
123,62,0,1,21
124,61,0,1,52
125,61,1,1,172
126,64,1,1,158
127,60,1,1,174
128,62,1,1,93
129,62,1,1,141
130,64,1,1,30
131,61,1,1,58
132,62,1,1,7
133,60,1,1,57
134,60,1,1,20
135,62,1,1,92
136,65,0,1,139
137,69,0,1,16
138,65,0,1,37
139,69,0,1,60
140,69,1,1,79
141,66,1,1,85
142,67,1,1,126
143,65,1,1,175
144,66,1,1,83
145,69,1,1,91
146,70,1,1,81
147,70,1,1,73
148,70,1,1,38
149,73,1,1,65
150,74,1,1,66
151,71,1,1,43
152,79,0,1,10
153,75,0,1,88
154,78,0,1,153
155,76,0,1,47
156,77,0,1,46
157,79,1,1,3
158,77,1,1,108
159,77,1,1,9
160,79,1,1,177
161,75,1,1,152
162,81,0,1,116
163,81,0,1,77
164,81,1,1,150
165,80,1,1,165
166,80,1,1,15
167,82,1,1,162
168,84,1,1,67
169,84,1,1,123
170,83,1,1,89
171,83,1,1,118
172,88,0,1,64
173,87,0,1,6
174,87,1,1,72
175,85,1,1,98
176,89,1,1,156
177,87,1,1,8
178,88,1,1,101
179,2,0,2,201
180,3,0,2,185
181,0,1,2,197
182,4,1,2,221
183,1,1,2,209
184,3,1,2,181
185,5,0,2,208
186,8,0,2,179
187,9,0,2,202
188,8,0,2,195
189,5,1,2,183
190,6,1,2,225
191,7,1,2,211
192,5,1,2,206
193,5,1,2,203
194,12,0,2,184
195,11,0,2,225
196,14,0,2,201
197,14,1,2,186
198,14,1,2,214
199,10,1,2,180
200,14,1,2,213
201,14,1,2,219
202,12,1,2,185
203,11,1,2,226
204,18,0,2,207
205,17,1,2,216
206,17,1,2,222
207,18,1,2,212
208,15,1,2,209
209,24,0,2,198
210,21,0,2,187
211,21,0,2,213
212,20,0,2,222
213,22,0,2,202
214,20,0,2,184
215,21,0,2,194
216,21,0,2,205
217,22,0,2,224
218,23,0,2,196
219,23,0,2,223
220,23,0,2,189
221,22,0,2,198
222,23,0,2,191
223,22,0,2,210
224,24,1,2,221
225,21,1,2,182
226,28,0,2,188
227,27,0,2,217
228,28,0,2,210
229,25,0,2,218
230,25,0,2,180
231,26,1,2,189
232,28,1,2,220
233,28,1,2,179
234,32,1,2,207
235,34,1,2,204
236,35,0,2,203
237,37,0,2,199
238,37,1,2,224
239,37,1,2,220
240,39,1,2,200
241,44,0,2,200
242,43,0,2,217
243,45,0,2,183
244,46,0,2,206
245,49,0,2,212
246,50,0,2,181
247,53,0,2,193
248,52,1,2,214
249,54,1,2,204
250,55,0,2,192
251,57,1,2,216
252,62,0,2,188
253,64,0,2,208
254,61,0,2,193
255,64,1,2,199
256,61,1,2,197
257,66,0,2,215
258,65,0,2,223
259,69,1,2,190
260,65,1,2,186
261,65,1,2,190
262,72,0,2,195
263,73,1,2,187
264,70,1,2,215
265,77,0,2,205
266,78,0,2,218
267,77,0,2,182
268,77,1,2,196
269,78,1,2,192
270,80,0,2,194
271,84,0,2,211
272,82,1,2,219
273,89,0,2,191
274,89,1,2,226
275,89,1,2,0
276,3,0,3,235
277,1,0,3,228
278,9,0,3,227
279,7,0,3,242
280,6,0,3,258
281,6,0,3,243
282,9,0,3,234
283,5,1,3,254
284,5,1,3,258
285,6,1,3,252
286,9,1,3,231
287,8,1,3,243
288,8,1,3,260
289,13,0,3,231
290,12,0,3,256
291,12,0,3,234
292,11,0,3,237
293,10,0,3,238
294,14,0,3,247
295,13,1,3,241
296,12,1,3,236
297,14,1,3,251
298,14,1,3,233
299,16,0,3,243
300,16,0,3,250
301,19,1,3,245
302,16,1,3,256
303,17,1,3,254
304,17,1,3,242
305,17,1,3,239
306,21,0,3,255
307,20,0,3,263
308,23,0,3,245
309,22,0,3,262
310,20,1,3,260
311,23,1,3,251
312,28,0,3,255
313,26,0,3,240
314,29,0,3,242
315,28,0,3,228
316,26,1,3,257
317,25,1,3,236
318,26,1,3,262
319,28,1,3,254
320,29,1,3,237
321,33,0,3,230
322,30,0,3,256
323,33,0,3,253
324,30,0,3,235
325,30,0,3,238
326,30,0,3,227
327,31,0,3,258
328,34,1,3,249
329,33,1,3,260
330,31,1,3,261
331,32,1,3,253
332,33,1,3,246
333,34,1,3,245
334,30,1,3,259
335,30,1,3,230
336,38,0,3,230
337,38,0,3,249
338,35,0,3,262
339,38,0,3,261
340,39,0,3,263
341,38,0,3,248
342,36,0,3,250
343,39,1,3,233
344,35,1,3,240
345,36,1,3,252
346,43,0,3,229
347,42,0,3,244
348,42,1,3,241
349,44,1,3,236
350,43,1,3,239
351,43,1,3,257
352,49,1,3,246
353,48,1,3,248
354,45,1,3,228
355,53,0,3,229
356,51,1,3,249
357,54,1,3,259
358,53,1,3,253
359,51,1,3,232
360,58,0,3,257
361,57,0,3,241
362,55,0,3,248
363,56,1,3,239
364,59,1,3,244
365,59,1,3,259
366,63,0,3,231
367,61,0,3,232
368,64,0,3,255
369,60,0,3,227
370,61,1,3,247
371,60,1,3,232
372,69,0,3,244
373,67,0,3,263
374,68,1,3,229
375,73,0,3,238
376,71,0,3,240
377,70,0,3,250
378,74,0,3,233
379,71,0,3,252
380,78,0,3,247
381,77,0,3,261
382,79,1,3,251
383,82,0,3,234
384,82,0,3,237
385,82,1,3,246
386,83,1,3,235
387,85,0,3,0
388,86,0,3,0
389,0,0,4,278
390,9,0,4,275
391,6,0,4,277
392,6,0,4,278
393,14,0,4,285
394,14,0,4,288
395,12,0,4,281
396,11,1,4,288
397,12,1,4,264
398,15,0,4,273
399,19,0,4,267
400,18,0,4,272
401,19,0,4,277
402,19,0,4,272
403,15,0,4,286
404,16,1,4,279
405,19,1,4,287
406,16,1,4,284
407,16,1,4,287
408,18,1,4,265
409,19,1,4,270
410,19,1,4,265
411,15,1,4,267
412,17,1,4,279
413,17,1,4,289
414,22,0,4,265
415,24,0,4,271
416,21,0,4,286
417,23,0,4,284
418,24,0,4,276
419,22,0,4,290
420,23,0,4,275
421,20,0,4,265
422,20,0,4,271
423,20,0,4,289
424,22,1,4,277
425,24,1,4,282
426,21,1,4,270
427,22,1,4,270
428,22,1,4,289
429,21,1,4,280
430,24,1,4,278
431,29,0,4,272
432,26,0,4,290
433,28,0,4,290
434,29,0,4,271
435,27,1,4,282
436,25,1,4,289
437,29,1,4,273
438,28,1,4,282
439,32,0,4,287
440,31,0,4,269
441,32,0,4,275
442,30,1,4,287
443,32,1,4,283
444,32,1,4,279
445,35,0,4,268
446,35,0,4,276
447,39,1,4,276
448,36,1,4,266
449,40,0,4,274
450,44,0,4,268
451,42,1,4,284
452,44,1,4,267
453,47,1,4,269
454,45,1,4,285
455,52,0,4,273
456,54,0,4,282
457,54,0,4,281
458,56,0,4,290
459,56,0,4,276
460,56,0,4,264
461,59,1,4,283
462,57,1,4,266
463,57,1,4,278
464,57,1,4,281
465,60,0,4,286
466,63,0,4,283
467,61,0,4,264
468,64,0,4,275
469,64,0,4,266
470,62,0,4,268
471,64,1,4,283
472,61,1,4,284
473,69,0,4,269
474,69,0,4,279
475,66,0,4,266
476,68,1,4,285
477,69,1,4,280
478,65,1,4,280
479,74,0,4,269
480,71,0,4,268
481,70,1,4,286
482,76,0,4,281
483,77,1,4,270
484,77,1,4,274
485,78,1,4,271
486,79,1,4,272
487,82,1,4,273
488,81,1,4,267
489,86,0,4,280
490,89,1,4,285
491,86,1,4,264
492,85,1,4,274
493,85,1,4,274
494,85,1,4,277
495,86,1,4,288
496,86,1,4,288
497,1,0,5,303
498,2,0,5,292
499,3,1,5,295
500,4,1,5,293
501,3,1,5,300
502,4,1,5,293
503,1,1,5,293
504,0,1,5,298
505,1,1,5,294
506,6,0,5,296
507,6,1,5,305
508,7,1,5,304
509,5,1,5,303
510,5,1,5,299
511,12,0,5,304
512,11,0,5,305
513,18,0,5,296
514,21,1,5,301
515,22,1,5,294
516,23,1,5,305
517,21,1,5,302
518,27,0,5,298
519,29,0,5,292
520,27,0,5,296
521,28,1,5,291
522,31,0,5,302
523,30,0,5,297
524,34,0,5,293
525,34,0,5,298
