# ID,Age,Gender,HHtype,HH_ID
0,18,0,1,112
1,17,0,1,83
2,16,0,1,141
3,17,0,1,52
4,16,1,1,11
5,16,1,1,15
6,16,1,1,77
7,15,1,1,74
8,22,0,1,61
9,23,0,1,89
10,24,1,1,167
11,21,1,1,174
12,20,1,1,65
13,24,1,1,106
14,28,0,1,26
15,25,0,1,53
16,27,0,1,7
17,28,0,1,137
18,27,1,1,104
19,27,1,1,85
20,27,1,1,111
21,28,1,1,80
22,33,0,1,124
23,34,0,1,62
24,34,0,1,131
25,34,0,1,97
26,32,0,1,119
27,32,0,1,55
28,31,0,1,39
29,30,0,1,102
30,33,0,1,184
31,33,0,1,139
32,30,0,1,82
33,33,1,1,186
34,32,1,1,120
35,31,1,1,18
36,31,1,1,157
37,33,1,1,37
38,38,0,1,130
39,39,0,1,101
40,37,0,1,4
41,39,0,1,34
42,38,0,1,168
43,38,1,1,159
44,36,1,1,135
45,39,1,1,17
46,36,1,1,105
47,37,1,1,117
48,35,1,1,27
49,35,1,1,121
50,44,0,1,31
51,43,1,1,172
52,43,1,1,71
53,44,1,1,108
54,46,0,1,169
55,46,0,1,28
56,49,0,1,68
57,45,0,1,54
58,45,0,1,136
59,45,0,1,48
60,47,0,1,60
61,49,1,1,24
62,49,1,1,147
63,48,1,1,109
64,46,1,1,45
65,51,0,1,21
66,51,0,1,47
67,52,0,1,138
68,53,0,1,8
69,51,0,1,51
70,50,0,1,158
71,52,0,1,134
72,53,1,1,166
73,53,1,1,50
74,52,1,1,0
75,54,1,1,99
76,54,1,1,113
77,53,1,1,5
78,55,0,1,63
79,56,0,1,19
80,55,0,1,66
81,55,0,1,177
82,59,0,1,145
83,59,0,1,115
84,56,1,1,152
85,56,1,1,9
86,58,1,1,165
87,62,0,1,118
88,62,0,1,93
89,63,0,1,30
90,63,0,1,126
91,63,0,1,173
92,61,0,1,148
93,64,1,1,156
94,60,1,1,155
95,63,1,1,6
96,62,1,1,150
97,62,1,1,33
98,64,1,1,161
99,60,1,1,92
100,60,1,1,125
101,60,1,1,95
102,65,0,1,87
103,68,0,1,164
104,69,0,1,151
105,68,0,1,116
106,66,0,1,3
107,69,0,1,128
108,67,0,1,41
109,66,0,1,2
110,68,0,1,44
111,67,0,1,153
112,69,0,1,46
113,66,0,1,114
114,69,1,1,123
115,67,1,1,175
116,67,1,1,160
117,69,1,1,67
118,69,1,1,40
119,68,1,1,10
120,67,1,1,91
121,66,1,1,181
122,69,1,1,140
123,73,0,1,14
124,74,0,1,103
125,71,0,1,59
126,72,0,1,86
127,70,0,1,179
128,71,0,1,133
129,72,0,1,35
130,72,1,1,132
131,71,1,1,81
132,74,1,1,154
133,71,1,1,42
134,70,1,1,22
135,79,0,1,13
136,78,0,1,29
137,78,0,1,142
138,79,0,1,75
139,78,0,1,57
140,77,0,1,12
141,78,1,1,100
142,79,1,1,170
143,75,1,1,90
144,79,1,1,32
145,76,1,1,163
146,77,1,1,162
147,80,0,1,64
148,84,0,1,171
149,84,0,1,185
150,84,0,1,78
151,80,0,1,58
152,81,1,1,149
153,80,1,1,16
154,84,1,1,98
155,84,1,1,73
156,81,1,1,70
157,80,1,1,182
158,80,1,1,129
159,81,1,1,94
160,88,0,1,76
161,88,0,1,96
162,86,0,1,38
163,88,0,1,56
164,88,0,1,84
165,86,0,1,144
166,86,1,1,178
167,88,1,1,88
168,88,1,1,127
169,85,1,1,79
170,86,1,1,183
171,86,1,1,36
172,87,1,1,107
173,89,1,1,146
174,86,1,1,122
175,89,1,1,49
176,89,1,1,1
177,89,1,1,69
178,87,1,1,43
179,89,1,1,143
180,88,1,1,72
181,86,1,1,180
182,88,1,1,176
183,88,1,1,23
184,87,1,1,25
185,87,1,1,20
186,89,1,1,110
187,2,0,2,242
188,0,0,2,246
189,1,0,2,343
190,3,0,2,358
191,1,0,2,359
192,4,0,2,249
193,3,0,2,227
194,0,1,2,225
195,1,1,2,340
196,3,1,2,312
197,1,1,2,212
198,7,0,2,366
199,6,0,2,291
200,8,0,2,335
201,5,0,2,273
202,7,0,2,254
203,6,0,2,252
204,6,0,2,293
205,7,0,2,218
206,6,1,2,339
207,8,1,2,346
208,6,1,2,201
209,8,1,2,345
210,7,1,2,343
211,7,1,2,325
212,6,1,2,281
213,8,1,2,245
214,9,1,2,285
215,8,1,2,289
216,7,1,2,256
217,9,1,2,240
218,6,1,2,280
219,14,0,2,312
220,10,0,2,342
221,12,0,2,279
222,14,0,2,192
223,10,0,2,333
224,13,0,2,310
225,10,1,2,230
226,10,1,2,299
227,14,1,2,349
