# ID,Age,Gender,HHtype,HH_ID
0,15,0,1,34
1,17,0,1,107
2,19,0,1,81
3,16,0,1,52
4,16,0,1,38
5,15,0,1,66
6,17,0,1,47
7,19,1,1,119
8,18,1,1,42
9,15,1,1,100
10,20,0,1,9
11,24,0,1,23
12,24,1,1,14
13,21,1,1,22
14,25,0,1,118
15,28,0,1,64
16,25,0,1,53
17,26,1,1,3
18,25,1,1,10
19,25,1,1,27
20,28,1,1,51
21,26,1,1,102
22,30,0,1,112
23,33,0,1,101
24,30,0,1,71
25,33,0,1,93
26,30,0,1,72
27,30,1,1,41
28,34,1,1,97
29,35,0,1,37
30,38,0,1,109
31,36,0,1,11
32,35,1,1,111
33,35,1,1,48
34,36,1,1,57
35,38,1,1,68
36,43,0,1,17
37,41,0,1,90
38,40,1,1,70
39,43,1,1,59
40,47,0,1,105
41,46,0,1,95
42,49,0,1,114
43,47,0,1,12
44,46,1,1,60
45,45,1,1,121
46,46,1,1,31
47,51,0,1,96
48,53,0,1,65
49,52,0,1,120
50,51,0,1,7
51,50,0,1,94
52,50,0,1,117
53,51,0,1,26
54,53,1,1,5
55,51,1,1,104
56,53,1,1,46
57,53,1,1,80
58,50,1,1,32
59,52,1,1,36
60,55,1,1,77
61,58,1,1,50
62,58,1,1,0
63,58,1,1,49
64,62,0,1,55
65,63,0,1,83
66,63,0,1,82
67,61,0,1,108
68,63,0,1,116
69,63,1,1,18
70,60,1,1,84
71,63,1,1,2
72,62,1,1,29
73,62,1,1,24
74,61,1,1,106
75,60,1,1,20
76,63,1,1,45
77,69,0,1,85
78,69,0,1,39
79,69,1,1,62
80,67,1,1,63
81,67,1,1,15
82,68,1,1,99
83,69,1,1,56
84,67,1,1,86
85,66,1,1,25
86,71,0,1,43
87,71,0,1,89
88,74,1,1,44
89,72,1,1,61
90,70,1,1,98
91,71,1,1,58
92,74,1,1,35
93,74,1,1,1
94,74,1,1,69
95,70,1,1,4
96,71,1,1,92
97,71,1,1,21
98,77,0,1,115
99,78,0,1,40
100,79,1,1,16
101,78,1,1,54
102,79,1,1,103
103,76,1,1,13
104,79,1,1,79
105,80,0,1,78
106,81,0,1,19
107,80,0,1,113
108,82,1,1,6
109,83,1,1,88
110,81,1,1,73
111,81,1,1,91
112,82,1,1,87
113,82,1,1,74
114,88,0,1,76
115,85,0,1,67
116,85,0,1,33
117,85,1,1,28
118,89,1,1,75
119,87,1,1,110
120,87,1,1,8
121,86,1,1,30
122,4,0,2,180
123,1,0,2,145
124,3,0,2,188
125,0,1,2,167
126,0,1,2,193
127,0,1,2,231
128,2,1,2,158
129,5,0,2,173
130,6,0,2,124
131,5,0,2,190
132,9,0,2,165
133,8,0,2,152
134,9,1,2,223
135,8,1,2,127
136,6,1,2,218
137,9,1,2,145
138,5,1,2,237
139,14,0,2,198
140,11,0,2,209
141,14,0,2,176
142,14,0,2,238
143,12,0,2,218
144,14,0,2,229
145,11,0,2,189
146,13,1,2,236
147,13,1,2,161
148,11,1,2,191
149,19,0,2,182
150,17,0,2,220
151,19,0,2,142
152,18,0,2,224
153,18,0,2,172
154,17,0,2,212
155,18,0,2,149
156,19,0,2,205
157,15,0,2,232
158,17,1,2,186
159,16,1,2,135
160,15,1,2,150
161,16,1,2,241
162,16,1,2,162
163,17,1,2,126
