# ID,Age,Gender,HHtype,HH_ID
0,16,0,1,17
1,16,0,1,1
2,18,0,1,37
3,19,1,1,45
4,17,1,1,113
5,19,1,1,27
6,18,1,1,49
7,19,1,1,59
8,15,1,1,117
9,20,0,1,87
10,24,0,1,102
11,20,1,1,55
12,22,1,1,64
13,20,1,1,19
14,24,1,1,73
15,29,0,1,115
16,27,0,1,10
17,29,0,1,90
18,26,0,1,104
19,28,1,1,95
20,29,1,1,85
21,33,0,1,82
22,31,0,1,67
23,30,0,1,88
24,32,0,1,33
25,30,0,1,2
26,32,0,1,56
27,33,1,1,89
28,31,1,1,50
29,33,1,1,47
30,30,1,1,99
31,32,1,1,71
32,31,1,1,83
33,31,1,1,65
34,31,1,1,46
35,36,0,1,54
36,38,0,1,78
37,39,0,1,13
38,38,1,1,103
39,39,1,1,40
40,37,1,1,51
41,35,1,1,12
42,42,0,1,36
43,44,0,1,101
44,43,0,1,29
45,43,1,1,69
46,43,1,1,52
47,41,1,1,39
48,43,1,1,60
49,42,1,1,15
50,44,1,1,121
51,46,0,1,106
52,46,0,1,93
53,48,0,1,118
54,48,0,1,92
55,48,0,1,32
56,47,1,1,43
57,47,1,1,24
58,49,1,1,11
59,46,1,1,61
60,53,0,1,110
61,50,0,1,84
62,51,0,1,3
63,52,0,1,72
64,54,1,1,70
65,53,1,1,77
66,52,1,1,4
67,51,1,1,28
68,53,1,1,44
69,51,1,1,22
70,58,0,1,0
71,58,0,1,25
72,58,0,1,6
73,59,0,1,68
74,55,0,1,81
75,57,0,1,23
76,59,0,1,108
77,59,1,1,91
78,56,1,1,107
79,55,1,1,96
80,55,1,1,35
81,58,1,1,8
82,58,1,1,119
83,60,0,1,80
84,63,0,1,16
85,62,0,1,26
86,60,0,1,9
87,64,1,1,105
88,64,1,1,53
89,62,1,1,114
90,60,1,1,18
91,65,0,1,116
92,69,0,1,7
93,69,1,1,21
94,66,1,1,97
95,69,1,1,66
96,66,1,1,41
97,66,1,1,14
98,73,0,1,62
99,72,0,1,48
100,71,0,1,100
101,74,0,1,75
102,71,1,1,120
103,71,1,1,20
104,72,1,1,31
105,75,0,1,30
106,75,0,1,76
107,77,0,1,63
108,78,0,1,57
109,75,1,1,38
110,79,1,1,79
111,79,1,1,74
112,78,1,1,94
113,76,1,1,98
114,76,1,1,112
115,77,1,1,34
116,78,1,1,86
117,75,1,1,5
118,84,0,1,122
119,80,1,1,111
120,83,1,1,42
121,82,1,1,109
122,85,0,1,58
123,3,0,2,161
124,4,1,2,134
125,0,1,2,155
126,1,1,2,127
127,9,0,2,151
128,7,0,2,130
129,8,0,2,150
130,9,0,2,153
131,5,0,2,163
132,5,0,2,127
133,6,1,2,146
134,7,1,2,156
135,9,1,2,170
136,7,1,2,178
137,6,1,2,128
138,7,1,2,133
139,7,1,2,147
140,5,1,2,128
141,9,1,2,126
142,6,1,2,135
143,9,1,2,157
144,12,0,2,169
145,12,0,2,131
146,11,0,2,179
147,10,0,2,174
148,14,1,2,147
149,13,1,2,169
150,14,1,2,137
151,14,1,2,160
152,11,1,2,177
153,12,1,2,162
154,13,1,2,136
155,19,0,2,175
156,16,0,2,166
157,18,0,2,166
158,15,1,2,132
159,17,1,2,173
160,19,1,2,171
161,16,1,2,131
162,22,1,2,136
163,20,1,2,139
164,20,1,2,155
165,26,0,2,134
166,28,0,2,159
167,29,1,2,129
168,29,1,2,143
169,27,1,2,129
170,27,1,2,158
171,26,1,2,123
172,26,1,2,167
173,36,0,2,168
174,36,0,2,164
175,39,0,2,160
176,36,1,2,165
177,35,1,2,149
178,40,0,2,144
179,44,0,2,141
180,41,0,2,123
181,43,0,2,168
182,40,0,2,176
183,40,0,2,143
184,40,0,2,144
185,40,0,2,154
186,47,0,2,178
187,49,0,2,158
188,48,0,2,154
189,45,1,2,176
190,47,1,2,161
191,46,1,2,140
192,48,1,2,179
193,49,1,2,148
194,45,1,2,142
195,47,1,2,172
196,46,1,2,164
197,48,1,2,162
198,46,1,2,138
199,49,1,2,124
200,46,1,2,156
201,48,1,2,175
202,52,1,2,138
203,54,1,2,132
204,53,1,2,140
205,50,1,2,152
206,58,0,2,135
207,57,0,2,125
208,55,0,2,145
209,57,0,2,163
210,55,0,2,133
211,56,1,2,137
212,56,1,2,170
213,59,1,2,125
214,66,0,2,152
215,65,0,2,153
216,69,0,2,139
217,67,0,2,142
218,65,1,2,150
219,66,1,2,130
220,73,0,2,151
221,74,0,2,159
222,72,0,2,167
223,71,0,2,177
224,71,1,2,173
225,71,1,2,171
226,73,1,2,157
227,71,1,2,172
228,77,1,2,145
