# ID,Age,Gender,HHtype,HH_ID
0,17,0,1,39
1,17,0,1,101
2,19,1,1,88
3,16,1,1,81
4,23,0,1,73
5,23,1,1,55
6,22,1,1,51
7,21,1,1,5
8,24,1,1,40
9,27,0,1,16
10,27,0,1,9
11,27,0,1,85
12,25,0,1,14
13,29,0,1,46
14,27,0,1,20
15,27,0,1,100
16,27,1,1,54
17,28,1,1,26
18,26,1,1,91
19,36,0,1,30
20,37,0,1,38
21,37,0,1,77
22,38,0,1,75
23,38,0,1,41
24,39,0,1,76
25,39,0,1,84
26,39,0,1,24
27,37,1,1,4
28,36,1,1,15
29,37,1,1,34
30,38,1,1,96
31,35,1,1,61
32,36,1,1,44
33,36,1,1,33
34,39,1,1,47
35,44,0,1,69
36,40,0,1,48
37,40,0,1,13
38,44,0,1,32
39,44,0,1,3
40,40,0,1,60
41,41,1,1,6
42,40,1,1,79
43,42,1,1,12
44,43,1,1,29
45,42,1,1,59
46,41,1,1,49
47,44,1,1,35
48,41,1,1,58
49,49,0,1,31
50,48,0,1,67
51,49,0,1,25
52,47,0,1,23
53,45,0,1,72
54,48,0,1,99
55,48,0,1,70
56,47,1,1,103
57,49,1,1,21
58,47,1,1,37
59,53,0,1,17
60,53,0,1,68
61,53,1,1,8
62,50,1,1,66
63,54,1,1,56
64,54,1,1,87
65,52,1,1,22
66,55,0,1,74
67,55,0,1,71
68,58,0,1,86
69,59,0,1,63
70,60,0,1,27
71,62,0,1,82
72,61,0,1,97
73,64,1,1,52
74,62,1,1,42
75,62,1,1,104
76,63,1,1,98
77,68,0,1,80
78,69,0,1,64
79,68,0,1,28
80,67,0,1,11
81,66,1,1,90
82,68,1,1,2
83,71,0,1,83
84,73,0,1,94
85,73,0,1,18
86,70,1,1,45
87,73,1,1,7
88,70,1,1,92
89,74,1,1,53
90,73,1,1,62
91,77,0,1,57
92,77,0,1,89
93,77,1,1,0
94,76,1,1,1
95,83,0,1,36
96,83,0,1,95
97,82,1,1,10
98,83,1,1,93
99,81,1,1,65
100,83,1,1,19
101,87,0,1,50
102,86,1,1,78
103,88,1,1,102
104,87,1,1,43
105,4,0,2,105
106,2,0,2,109
107,0,0,2,161
108,2,0,2,136
109,3,1,2,106
110,1,1,2,124
111,2,1,2,163
112,0,1,2,126
113,1,1,2,130
114,3,1,2,173
115,4,1,2,106
116,7,0,2,151
117,6,0,2,148
118,7,1,2,119
119,6,1,2,143
120,5,1,2,162
121,5,1,2,114
122,12,0,2,107
123,11,0,2,141
124,10,0,2,131
125,10,1,2,118
126,10,1,2,129
127,13,1,2,114
128,11,1,2,121
129,13,1,2,155
130,19,0,2,172
131,17,0,2,149
132,15,0,2,128
133,16,1,2,134
134,18,1,2,143
135,17,1,2,105
136,17,1,2,136
137,21,0,2,152
138,22,0,2,157
139,20,0,2,147
140,23,1,2,109
141,24,1,2,120
142,29,1,2,173
143,27,1,2,115
144,33,0,2,163
145,34,0,2,116
146,30,0,2,125
147,31,0,2,145
148,30,0,2,160
149,34,1,2,122
150,34,1,2,140
151,32,1,2,120
152,32,1,2,132
153,32,1,2,154
154,31,1,2,108
155,32,1,2,159
156,35,0,2,158
157,36,0,2,133
158,36,0,2,151
159,37,0,2,108
160,38,1,2,134
161,39,1,2,129
162,36,1,2,147
163,35,1,2,119
164,38,1,2,158
165,39,1,2,172
166,39,1,2,164
167,35,1,2,113
168,43,0,2,128
169,42,0,2,150
170,43,0,2,169
171,41,1,2,167
172,44,1,2,167
173,44,1,2,111
174,40,1,2,132
175,40,1,2,153
176,47,0,2,140
177,46,0,2,166
178,46,0,2,152
179,49,0,2,137
180,47,0,2,144
181,45,0,2,122
182,46,0,2,170
183,46,1,2,171
184,47,1,2,110
185,48,1,2,165
186,48,1,2,160
187,46,1,2,125
188,52,0,2,150
189,51,0,2,127
190,54,1,2,144
191,50,1,2,135
192,59,1,2,117
193,57,1,2,110
194,55,1,2,107
195,62,0,2,130
196,60,0,2,111
197,63,0,2,137
198,63,1,2,124
199,60,1,2,168
200,62,1,2,142
201,63,1,2,135
202,64,1,2,159
203,64,1,2,155
204,63,1,2,165
205,62,1,2,170
206,60,1,2,118
207,60,1,2,166
208,61,1,2,126
209,60,1,2,123
210,62,1,2,146
211,60,1,2,161
212,64,1,2,142
213,61,1,2,146
214,61,1,2,168
215,62,1,2,113
216,64,1,2,157
217,69,1,2,141
218,66,1,2,138
219,67,1,2,117
220,66,1,2,162
221,71,0,2,133
222,70,0,2,139
223,71,0,2,131
224,74,1,2,115
225,73,1,2,156
226,74,1,2,171
227,71,1,2,145
228,71,1,2,123
229,71,1,2,153
230,71,1,2,121
231,75,0,2,154
232,77,1,2,148
233,77,1,2,116
234,75,1,2,112
235,77,1,2,156
236,78,1,2,127
237,79,1,2,139
238,81,0,2,112
239,80,1,2,164
240,80,1,2,138
241,80,1,2,169
242,89,0,2,149
243,4,0,3,179
244,4,0,3,187
245,4,0,3,175
246,0,0,3,200
247,1,0,3,192
248,4,0,3,188
249,1,1,3,184
250,1,1,3,205
251,5,0,3,206
252,7,0,3,182
253,7,0,3,181
254,5,0,3,178
255,8,0,3,203
256,6,0,3,185
257,12,0,3,183
258,10,0,3,213
259,10,0,3,205
260,11,0,3,206
261,10,0,3,199
262,11,0,3,186
263,14,0,3,200
264,13,0,3,177
265,14,0,3,176
266,11,0,3,209
267,11,0,3,188
268,14,0,3,194
269,12,1,3,211
270,14,1,3,183
271,13,1,3,209
272,14,1,3,198
273,17,0,3,180
274,19,0,3,211
275,19,1,3,178
276,16,1,3,209
277,21,0,3,198
278,26,1,3,207
279,27,1,3,185
