# ID,Age,Gender,HHtype,HH_ID
0,16,1,1,24
1,16,1,1,38
2,21,0,1,51
3,24,0,1,48
4,23,0,1,11
5,22,0,1,32
6,21,1,1,23
7,29,1,1,39
8,27,1,1,43
9,28,1,1,27
10,27,1,1,45
11,33,0,1,33
12,32,0,1,31
13,30,1,1,20
14,30,1,1,16
15,38,0,1,35
16,37,0,1,19
17,36,1,1,40
18,38,1,1,56
19,47,0,1,44
20,48,1,1,15
21,48,1,1,6
22,53,1,1,36
23,54,1,1,9
24,56,0,1,37
25,57,0,1,49
26,57,0,1,13
27,59,0,1,30
28,57,0,1,10
29,59,0,1,26
30,62,0,1,21
31,62,0,1,50
32,64,1,1,18
33,60,1,1,52
34,62,1,1,29
35,69,0,1,41
36,65,1,1,55
37,68,1,1,1
38,67,1,1,46
39,68,1,1,53
40,68,1,1,0
41,69,1,1,57
42,72,0,1,17
43,74,0,1,47
44,73,0,1,25
45,71,0,1,4
46,72,0,1,3
47,74,1,1,14
48,73,1,1,2
49,70,1,1,34
50,72,1,1,12
51,73,1,1,54
52,75,0,1,42
53,83,0,1,7
54,82,0,1,22
55,85,1,1,8
56,89,1,1,28
57,88,1,1,5
58,2,0,2,74
59,7,1,2,83
60,6,1,2,84
61,13,0,2,80
62,14,0,2,62
63,13,0,2,85
64,10,1,2,59
65,18,0,2,75
66,18,1,2,79
67,21,1,2,76
68,26,0,2,76
69,29,0,2,60
70,27,1,2,81
71,29,1,2,80
72,25,1,2,78
73,31,0,2,90
74,33,0,2,65
75,30,0,2,86
76,31,1,2,73
77,30,1,2,58
78,38,0,2,67
79,38,1,2,86
80,41,0,2,74
81,42,0,2,78
82,43,1,2,61
83,44,1,2,79
84,40,1,2,59
85,47,0,2,82
86,47,1,2,69
87,47,1,2,81
88,49,1,2,82
89,52,0,2,64
90,57,1,2,67
91,58,1,2,70
92,58,1,2,60
93,55,1,2,66
94,59,1,2,63
95,58,1,2,87
96,64,0,2,65
97,63,1,2,90
98,61,1,2,71
99,60,1,2,84
100,64,1,2,72
101,64,1,2,73
102,67,0,2,89
103,65,0,2,77
104,66,1,2,66
105,68,1,2,89
106,65,1,2,71
107,67,1,2,70
108,71,0,2,85
109,72,0,2,63
110,73,0,2,62
111,72,0,2,77
112,76,0,2,64
113,75,1,2,83
114,83,0,2,75
115,81,0,2,58
116,82,1,2,61
117,82,1,2,87
118,84,1,2,72
119,84,1,2,69
120,81,1,2,68
121,89,1,2,88
122,88,1,2,88
123,86,1,2,68
124,2,0,3,115
125,3,0,3,91
126,1,0,3,103
127,4,0,3,93
128,2,1,3,110
129,11,1,3,107
130,13,1,3,109
131,12,1,3,108
132,11,1,3,92
133,15,0,3,98
134,15,0,3,95
135,17,0,3,101
136,17,0,3,97
137,15,0,3,115
138,18,1,3,110
139,18,1,3,111
140,19,1,3,93
141,17,1,3,94
142,22,1,3,103
143,22,1,3,103
144,24,1,3,109
145,21,1,3,95
146,20,1,3,91
147,35,0,3,109
148,37,0,3,112
149,36,0,3,111
150,39,0,3,113
151,37,0,3,101
152,39,0,3,96
153,39,0,3,104
154,39,1,3,100
155,35,1,3,106
156,37,1,3,102
157,41,1,3,97
158,44,1,3,114
159,44,1,3,100
160,41,1,3,113
161,40,1,3,106
162,43,1,3,113
163,48,0,3,107
164,45,0,3,111
165,48,0,3,96
166,52,0,3,95
167,52,0,3,105
168,54,0,3,98
169,50,0,3,99
170,54,0,3,98
171,53,0,3,99
172,52,0,3,115
173,51,1,3,104
174,50,1,3,99
175,54,1,3,106
176,50,1,3,92
177,54,1,3,93
178,52,1,3,108
179,59,0,3,91
180,57,0,3,102
181,57,0,3,105
182,55,0,3,97
183,59,0,3,96
184,57,0,3,100
185,61,0,3,108
186,60,0,3,102
187,60,0,3,110
188,62,0,3,112
189,62,0,3,114
190,62,0,3,114
191,64,0,3,104
192,60,0,3,94
193,65,0,3,107
194,69,0,3,94
195,67,0,3,112
196,77,1,3,101
197,75,1,3,92
198,78,1,3,105
199,77,1,3,0
200,78,1,3,0
201,1,1,4,123
202,7,0,4,116
203,6,0,4,120
204,6,0,4,122
205,5,1,4,126
206,7,1,4,127
207,6,1,4,124
208,9,1,4,120
209,14,0,4,116
210,11,0,4,117
211,12,0,4,123
212,10,0,4,125
213,18,1,4,118
214,27,0,4,119
215,29,0,4,126
216,26,0,4,127
217,30,0,4,120
218,32,0,4,117
219,33,1,4,123
220,30,1,4,127
221,33,1,4,121
222,36,0,4,124
223,35,1,4,121
224,39,1,4,121
225,40,0,4,122
226,44,0,4,121
227,40,0,4,125
228,41,1,4,116
229,42,1,4,117
230,46,0,4,119
231,45,0,4,122
232,45,1,4,122
233,46,1,4,123
234,52,0,4,120
235,50,1,4,118
236,51,1,4,127
237,53,1,4,124
238,54,1,4,118
239,59,1,4,125
240,55,1,4,118
241,58,1,4,126
242,74,1,4,126
243,72,1,4,116
244,72,1,4,125
245,83,1,4,124
246,80,1,4,119
247,81,1,4,119
248,84,1,4,117
249,4,0,5,131
250,0,1,5,132
251,11,0,5,130
252,10,0,5,130
253,10,1,5,131
254,19,0,5,132
255,19,1,5,128
256,24,0,5,128
257,21,0,5,131
258,26,1,5,129
259,28,1,5,129
260,27,1,5,131
261,32,0,5,129
262,33,1,5,131
263,36,0,5,132
264,37,1,5,132
265,41,0,5,132
266,45,0,5,128
267,49,1,5,129
268,50,1,5,130
269,63,0,5,130
270,65,0,5,129
271,68,1,5,128
272,74,0,5,128
273,72,0,5,130
274,79,0,5,0
275,78,1,5,0
276,88,1,5,0
277,2,1,6,136
278,8,0,6,134
279,7,1,6,133
280,14,1,6,135
281,19,0,6,134
282,22,0,6,136
283,23,0,6,135
284,21,0,6,136
285,23,1,6,134
286,27,1,6,136
287,29,1,6,135
288,30,0,6,133
289,36,0,6,136
290,37,1,6,135
291,42,0,6,135
292,48,1,6,133
293,51,0,6,134
294,51,1,6,133
