# ID,Age,Gender,HHtype,HH_ID
0,19,0,1,380
1,16,0,1,292
2,15,0,1,296
3,15,0,1,291
4,19,0,1,276
5,19,0,1,192
6,17,0,1,68
7,15,1,1,187
8,16,1,1,215
9,16,1,1,389
10,19,1,1,45
11,17,1,1,126
12,15,1,1,64
13,15,1,1,17
14,16,1,1,112
15,17,1,1,351
16,15,1,1,0
17,15,1,1,284
18,16,1,1,110
19,18,1,1,158
20,23,0,1,343
21,22,0,1,352
22,22,0,1,49
23,22,0,1,355
24,22,1,1,121
25,24,1,1,10
26,21,1,1,164
27,21,1,1,331
28,23,1,1,170
29,21,1,1,142
30,24,1,1,264
31,21,1,1,21
32,24,1,1,43
33,20,1,1,313
34,22,1,1,248
35,28,0,1,57
36,28,0,1,117
37,26,0,1,283
38,27,0,1,241
39,27,0,1,54
40,29,0,1,230
41,29,0,1,278
42,25,0,1,282
43,26,0,1,315
44,29,0,1,56
45,28,0,1,16
46,28,0,1,163
47,28,1,1,194
48,28,1,1,325
49,29,1,1,63
50,27,1,1,266
51,28,1,1,382
52,26,1,1,169
53,29,1,1,173
54,29,1,1,373
55,28,1,1,137
56,25,1,1,369
57,26,1,1,258
58,29,1,1,52
59,27,1,1,62
60,34,0,1,311
61,33,0,1,298
62,33,0,1,350
63,30,0,1,304
64,31,0,1,310
65,32,0,1,237
66,33,0,1,255
67,32,0,1,259
68,31,0,1,333
69,31,0,1,151
70,32,0,1,385
71,34,0,1,177
72,31,0,1,24
73,32,0,1,78
74,34,0,1,378
75,34,0,1,263
76,30,1,1,328
77,30,1,1,265
78,31,1,1,108
79,33,1,1,193
80,32,1,1,220
81,33,1,1,134
82,32,1,1,146
83,33,1,1,115
84,33,1,1,91
85,30,1,1,36
86,33,1,1,253
87,31,1,1,32
88,32,1,1,51
89,31,1,1,135
90,34,1,1,273
91,39,0,1,38
92,39,0,1,295
93,36,0,1,28
94,38,0,1,66
95,36,0,1,127
96,37,0,1,222
97,39,0,1,249
98,36,0,1,148
99,37,0,1,180
100,35,0,1,40
101,38,0,1,205
102,37,0,1,92
103,37,0,1,179
104,35,0,1,206
105,39,0,1,182
106,37,0,1,367
107,37,0,1,106
108,37,0,1,320
109,36,0,1,240
110,36,0,1,307
111,36,0,1,161
112,36,0,1,309
113,38,0,1,172
114,38,1,1,353
115,37,1,1,250
116,38,1,1,327
117,39,1,1,227
118,39,1,1,303
119,38,1,1,388
120,37,1,1,174
121,35,1,1,188
122,35,1,1,371
123,35,1,1,82
124,35,1,1,128
125,35,1,1,290
126,36,1,1,277
127,38,1,1,229
128,35,1,1,102
129,42,0,1,35
130,41,0,1,221
131,40,0,1,18
132,44,0,1,345
133,41,0,1,281
134,42,0,1,178
135,42,0,1,216
136,41,0,1,361
137,40,0,1,321
138,40,0,1,118
139,44,0,1,279
140,44,1,1,196
141,41,1,1,69
142,44,1,1,168
143,42,1,1,7
144,44,1,1,299
145,41,1,1,269
146,41,1,1,347
147,42,1,1,71
148,41,1,1,77
149,44,1,1,191
150,40,1,1,257
151,44,1,1,231
152,44,1,1,341
153,40,1,1,89
154,43,1,1,171
155,43,1,1,114
156,44,1,1,80
157,40,1,1,225
158,44,1,1,197
159,43,1,1,93
160,42,1,1,183
161,46,0,1,26
162,45,0,1,119
163,49,0,1,153
164,45,0,1,359
165,49,0,1,125
166,45,0,1,390
167,49,0,1,300
168,47,0,1,124
169,45,0,1,140
170,46,0,1,42
171,47,0,1,256
172,46,0,1,251
173,49,0,1,162
174,46,0,1,152
175,49,0,1,53
176,49,0,1,186
177,49,0,1,318
178,48,0,1,384
179,49,0,1,346
180,46,1,1,8
181,48,1,1,67
182,45,1,1,383
183,49,1,1,234
184,47,1,1,338
185,48,1,1,330
186,49,1,1,312
187,47,1,1,88
188,45,1,1,123
189,47,1,1,386
190,47,1,1,348
191,48,1,1,244
192,46,1,1,314
193,45,1,1,39
194,54,0,1,198
195,50,0,1,103
196,53,0,1,224
197,52,0,1,235
198,54,0,1,301
199,54,0,1,326
200,52,0,1,175
201,53,0,1,107
202,53,0,1,289
203,54,0,1,70
204,53,1,1,2
205,52,1,1,145
206,54,1,1,379
207,50,1,1,1
208,52,1,1,336
209,55,0,1,97
210,55,0,1,12
211,58,0,1,167
212,59,0,1,329
213,59,0,1,131
214,56,0,1,381
215,59,1,1,141
216,59,1,1,11
217,58,1,1,211
218,55,1,1,366
219,58,1,1,334
220,55,1,1,308
221,55,1,1,59
222,56,1,1,136
223,55,1,1,377
224,57,1,1,302
225,58,1,1,285
226,57,1,1,166
227,56,1,1,319
228,63,0,1,356
229,62,0,1,189
230,61,0,1,242
231,64,0,1,219
232,61,0,1,143
233,62,0,1,65
234,64,0,1,254
235,62,0,1,159
236,60,0,1,60
237,64,0,1,357
238,63,0,1,212
239,62,0,1,260
240,61,0,1,210
241,62,0,1,238
242,63,0,1,84
243,63,0,1,105
244,62,0,1,358
245,62,1,1,113
246,64,1,1,58
247,63,1,1,185
248,61,1,1,275
249,61,1,1,46
250,60,1,1,129
251,60,1,1,48
252,62,1,1,354
253,64,1,1,368
254,63,1,1,214
255,64,1,1,340
256,62,1,1,202
257,62,1,1,133
258,60,1,1,94
259,60,1,1,267
260,64,1,1,208
261,62,1,1,374
262,61,1,1,72
263,64,1,1,370
264,62,1,1,287
265,64,1,1,13
266,61,1,1,122
267,61,1,1,19
268,68,0,1,44
269,65,0,1,203
270,67,0,1,37
271,69,0,1,375
272,69,0,1,342
273,69,0,1,176
274,66,0,1,190
275,65,0,1,138
276,66,0,1,165
277,66,0,1,99
278,67,0,1,362
279,67,0,1,200
280,66,0,1,90
281,68,0,1,243
282,67,0,1,199
283,69,0,1,95
284,66,0,1,184
285,66,0,1,98
286,67,1,1,50
287,69,1,1,79
288,65,1,1,33
289,65,1,1,6
290,69,1,1,73
291,66,1,1,339
292,67,1,1,323
293,67,1,1,109
294,65,1,1,228
295,69,1,1,9
296,69,1,1,274
297,65,1,1,201
298,69,1,1,160
299,66,1,1,268
300,69,1,1,365
301,69,1,1,213
302,69,1,1,22
303,69,1,1,376
304,68,1,1,139
305,69,1,1,337
306,71,0,1,27
307,72,0,1,233
308,70,0,1,305
309,74,0,1,157
310,70,0,1,20
311,73,0,1,55
312,71,0,1,149
313,71,0,1,239
314,70,0,1,30
315,71,0,1,34
316,72,0,1,294
317,74,0,1,41
318,71,1,1,288
319,73,1,1,207
320,70,1,1,31
321,74,1,1,25
322,74,1,1,14
323,72,1,1,364
324,72,1,1,96
325,72,1,1,15
326,74,1,1,217
327,70,1,1,100
328,73,1,1,111
329,73,1,1,155
330,70,1,1,76
331,74,1,1,387
332,73,1,1,293
333,74,1,1,245
334,70,1,1,156
335,76,0,1,104
336,77,0,1,223
337,75,0,1,74
338,76,0,1,218
339,77,0,1,5
340,79,0,1,324
341,79,0,1,3
342,78,1,1,280
343,75,1,1,83
344,76,1,1,270
345,75,1,1,81
346,79,1,1,4
347,77,1,1,297
348,78,1,1,209
349,78,1,1,61
350,78,1,1,204
351,82,0,1,150
352,82,0,1,252
353,84,0,1,272
354,83,0,1,154
355,80,1,1,372
356,82,1,1,85
357,83,1,1,86
358,84,1,1,317
359,81,1,1,181
360,83,1,1,101
361,81,1,1,271
362,84,1,1,120
363,84,1,1,360
364,84,1,1,144
365,80,1,1,47
366,81,1,1,286
367,82,1,1,232
368,88,0,1,335
369,87,0,1,262
370,85,0,1,116
371,89,1,1,226
372,86,1,1,236
373,85,1,1,316
374,87,1,1,132
375,88,1,1,322
376,89,1,1,195
377,86,1,1,332
378,88,1,1,246
