# ID,Age,Gender,HHtype,HH_ID
0,19,0,1,77
1,15,0,1,99
2,17,0,1,53
3,18,0,1,132
4,16,0,1,137
5,19,0,1,82
6,19,0,1,29
7,17,0,1,142
8,17,1,1,214
9,15,1,1,47
10,16,1,1,103
11,16,1,1,175
12,15,1,1,30
13,15,1,1,212
14,17,1,1,185
15,22,0,1,205
16,20,0,1,203
17,20,0,1,125
18,23,1,1,126
19,22,1,1,128
20,22,1,1,41
21,25,0,1,206
22,26,0,1,6
23,25,0,1,56
24,29,0,1,198
25,25,0,1,13
26,28,1,1,149
27,28,1,1,144
28,28,1,1,49
29,28,1,1,25
30,27,1,1,108
31,25,1,1,75
32,34,0,1,31
33,34,0,1,202
34,33,0,1,133
35,31,0,1,120
36,33,0,1,0
37,32,0,1,167
38,31,0,1,145
39,32,1,1,173
40,34,1,1,217
41,30,1,1,88
42,30,1,1,45
43,31,1,1,74
44,33,1,1,18
45,30,1,1,216
46,33,1,1,81
47,31,1,1,129
48,32,1,1,182
49,33,1,1,107
50,32,1,1,87
51,31,1,1,27
52,32,1,1,65
53,37,0,1,164
54,36,0,1,118
55,38,0,1,64
56,38,0,1,187
57,38,0,1,51
58,35,0,1,90
59,36,0,1,85
60,36,0,1,50
61,36,1,1,72
62,38,1,1,178
63,39,1,1,199
64,36,1,1,166
65,38,1,1,204
66,36,1,1,152
67,38,1,1,59
68,38,1,1,62
69,38,1,1,112
70,39,1,1,24
71,38,1,1,196
72,37,1,1,210
73,39,1,1,2
74,37,1,1,165
75,39,1,1,170
76,41,0,1,172
77,44,0,1,208
78,40,0,1,148
79,42,0,1,84
80,44,0,1,110
81,44,0,1,86
82,42,0,1,184
83,41,0,1,220
84,42,0,1,122
85,43,1,1,73
86,40,1,1,61
87,43,1,1,130
88,42,1,1,83
89,40,1,1,36
90,44,1,1,63
91,41,1,1,151
92,43,1,1,101
93,49,0,1,105
94,46,0,1,200
95,46,0,1,115
96,46,0,1,40
97,47,0,1,213
98,47,0,1,157
99,46,0,1,127
100,47,0,1,66
101,48,1,1,194
102,46,1,1,16
103,47,1,1,4
104,49,1,1,163
105,47,1,1,221
106,46,1,1,192
107,47,1,1,131
108,50,0,1,100
109,54,0,1,91
110,53,0,1,69
111,53,0,1,8
112,53,0,1,135
113,54,0,1,134
114,53,1,1,191
115,53,1,1,119
116,53,1,1,215
117,54,1,1,117
118,52,1,1,17
119,50,1,1,201
120,52,1,1,160
121,52,1,1,94
122,52,1,1,147
123,51,1,1,158
124,56,0,1,70
125,59,0,1,155
126,57,0,1,46
127,57,0,1,102
128,55,0,1,93
129,56,1,1,23
130,58,1,1,146
131,57,1,1,44
132,58,1,1,42
133,55,1,1,57
134,57,1,1,188
135,59,1,1,54
136,60,0,1,195
137,64,0,1,52
138,61,0,1,10
139,60,0,1,193
140,62,0,1,109
141,61,1,1,9
142,64,1,1,211
143,61,1,1,176
144,63,1,1,174
145,60,1,1,22
146,63,1,1,111
147,63,1,1,80
148,62,1,1,114
149,65,0,1,14
150,67,0,1,37
151,67,0,1,143
152,68,0,1,98
153,66,0,1,55
154,66,0,1,92
155,66,0,1,3
156,67,0,1,169
157,67,0,1,123
158,66,0,1,89
159,67,0,1,121
160,68,0,1,168
161,66,0,1,181
162,65,0,1,138
163,65,1,1,209
164,66,1,1,21
165,65,1,1,186
166,66,1,1,60
167,66,1,1,161
168,68,1,1,97
169,69,1,1,19
170,74,0,1,197
171,70,0,1,106
172,74,0,1,162
173,73,0,1,12
174,71,0,1,113
175,70,1,1,159
176,72,1,1,171
177,70,1,1,68
178,70,1,1,11
179,70,1,1,79
180,70,1,1,219
181,70,1,1,20
182,70,1,1,95
183,71,1,1,116
184,73,1,1,38
185,71,1,1,124
186,79,0,1,141
187,75,0,1,218
188,75,0,1,177
189,78,0,1,34
190,79,0,1,183
191,76,0,1,179
192,78,0,1,67
193,79,0,1,153
194,78,1,1,32
195,75,1,1,7
196,76,1,1,150
197,77,1,1,1
198,77,1,1,154
199,78,1,1,207
200,78,1,1,43
201,79,1,1,15
202,75,1,1,189
203,78,1,1,58
204,78,1,1,136
205,78,1,1,156
206,75,1,1,222
