# ID,HH_type,SubMeshCode, building_code
0,1,161,144
1,1,161,136
2,1,161,41
3,1,161,14
4,1,161,57
5,1,161,61
6,1,161,145
7,1,161,43
8,1,161,129
9,1,161,162
10,1,161,77
11,1,161,4
12,1,161,168
13,1,161,124
14,1,161,5
15,1,161,58
16,1,161,177
17,1,161,107
18,1,161,144
19,1,161,76
20,1,161,180
21,1,161,118
22,1,161,122
23,1,161,108
24,1,161,97
25,1,161,78
26,1,161,158
27,1,161,77
28,1,161,34
29,1,161,145
30,1,161,128
31,1,161,123
32,1,161,36
33,1,161,179
34,1,161,145
35,1,161,56
36,1,161,104
37,1,161,166
38,1,161,80
39,1,161,30
40,1,161,122
41,1,161,96
42,1,161,95
43,1,161,34
44,1,161,12
45,1,161,5
46,1,161,68
47,1,161,144
48,1,161,144
49,1,161,126
50,1,161,33
51,1,161,173
52,1,161,169
53,1,161,119
54,1,161,17
55,1,161,169
56,1,161,165
57,1,161,61
58,1,161,108
59,1,161,33
60,1,161,167
61,1,161,113
62,1,161,70
63,1,161,178
64,1,161,49
65,1,161,45
66,1,161,99
67,1,161,149
68,1,161,8
69,1,161,156
70,1,161,164
71,1,161,181
72,1,161,22
73,1,161,113
74,1,161,185
75,1,161,163
76,1,161,49
77,1,161,86
78,1,161,81
79,1,161,2
80,1,161,172
81,1,161,20
82,1,161,48
83,1,161,45
84,1,161,150
85,1,161,10
86,1,161,144
87,1,161,181
88,1,161,157
89,1,161,122
90,1,161,89
91,1,161,16
92,1,161,145
93,1,161,85
94,1,161,13
95,1,161,109
96,1,161,152
97,1,161,47
98,1,161,84
99,1,161,157
100,1,161,160
101,1,161,144
102,1,161,103
103,1,161,145
104,1,161,90
105,1,161,142
106,1,161,99
107,1,161,26
108,1,161,25
109,1,161,93
110,1,161,8
111,1,161,13
112,1,161,7
113,1,161,37
114,1,161,134
115,1,161,75
116,1,161,29
117,1,161,143
118,1,161,48
119,1,161,31
120,1,161,182
121,1,161,77
122,1,161,46
123,1,161,144
124,1,161,113
125,1,161,50
126,1,161,32
127,1,161,91
128,1,161,116
129,1,161,112
130,1,161,110
131,1,161,1
132,1,161,67
133,1,161,43
134,1,161,88
135,1,161,93
136,1,161,56
137,1,161,64
138,1,161,5
139,1,161,121
140,1,161,73
141,1,161,27
142,1,161,122
143,1,161,10
144,1,161,51
145,1,161,111
146,1,161,79
147,1,161,144
148,1,161,67
149,1,161,10
150,1,161,130
151,1,161,130
152,1,161,74
153,1,161,68
154,1,161,177
155,1,161,148
156,1,161,114
157,2,161,144
158,2,161,14
159,2,161,30
160,2,161,180
161,2,161,179
162,2,161,53
163,2,161,100
164,2,161,161
165,2,161,185
166,2,161,54
167,2,161,96
168,2,161,5
169,2,161,172
170,2,161,105
171,2,161,75
172,2,161,18
173,2,161,82
174,2,161,145
175,2,161,139
176,2,161,180
177,2,161,3
178,2,161,84
179,2,161,5
180,2,161,78
181,2,161,146
182,2,161,130
183,2,161,156
184,2,161,38
185,2,161,23
186,2,161,157
187,2,161,145
188,2,161,148
189,2,161,145
190,2,161,144
191,2,161,72
192,2,161,65
193,2,161,114
194,2,161,166
195,2,161,2
196,2,161,3
197,2,161,141
198,2,161,152
199,2,161,119
200,2,161,98
201,2,161,47
202,2,161,129
203,2,161,9
204,2,161,184
205,2,161,125
206,2,161,4
207,2,161,77
208,2,161,94
209,2,161,176
210,2,161,85
211,2,161,117
212,2,161,105
213,2,161,89
214,2,161,52
215,2,161,69
216,2,161,130
217,2,161,169
218,2,161,148
219,2,161,146
220,2,161,90
221,2,161,76
222,2,161,7
223,2,161,131
224,2,161,167
225,2,161,66
226,2,161,69
227,2,161,83
