# ID,HH_type,SubMeshCode, building_code
0,1,102,61
1,1,102,93
2,1,102,82
3,1,102,47
4,1,102,18
5,1,102,8
6,1,102,82
7,1,102,33
8,1,102,78
9,1,102,94
10,1,102,6
11,1,102,81
12,1,102,26
13,1,102,42
14,1,102,82
15,1,102,37
16,1,102,32
17,1,102,34
18,1,102,79
19,1,102,2
20,1,102,7
21,1,102,10
22,1,102,53
23,1,102,8
24,1,102,13
25,1,102,60
26,1,102,82
27,1,102,92
28,1,102,78
29,1,102,5
30,1,102,71
31,1,102,15
32,1,102,20
33,1,102,57
34,1,102,82
35,1,102,52
36,1,102,55
37,1,102,88
38,1,102,27
39,1,102,58
40,1,102,79
41,1,102,30
42,1,102,39
43,1,102,67
44,1,102,31
45,1,102,76
46,1,102,93
47,1,102,49
48,1,102,78
49,1,102,87
50,1,102,54
51,1,102,35
52,1,102,65
53,1,102,78
54,1,102,1
55,1,102,19
56,1,102,74
57,1,102,2
58,1,102,21
59,1,102,90
60,1,102,4
61,1,102,79
62,1,102,63
63,1,102,81
64,1,102,64
65,1,102,78
66,1,102,46
67,1,102,9
68,1,102,55
69,1,102,24
70,1,102,17
71,1,102,58
72,1,102,91
73,2,102,86
74,2,102,44
75,2,102,77
76,2,102,6
77,2,102,82
78,2,102,39
79,2,102,77
80,2,102,78
81,2,102,5
82,2,102,79
83,2,102,82
84,2,102,35
85,2,102,78
86,2,102,36
87,2,102,6
88,2,102,74
89,2,102,10
90,2,102,45
91,2,102,80
92,2,102,66
93,2,102,44
94,2,102,66
95,2,102,38
96,2,102,79
97,2,102,32
98,2,102,21
99,2,102,28
100,2,102,27
101,2,102,3
102,2,102,23
103,2,102,47
104,2,102,88
105,2,102,33
106,2,102,80
107,2,102,70
108,2,102,38
109,2,102,17
110,2,102,86
111,2,102,79
112,2,102,50
113,2,102,90
114,2,102,12
115,2,102,28
116,2,102,73
117,2,102,78
118,2,102,7
119,2,102,79
120,2,102,15
121,2,102,42
122,2,102,19
123,2,102,54
124,2,102,91
125,2,102,26
126,2,102,48
127,2,102,68
128,2,102,46
129,2,102,84
130,2,102,87
131,2,102,14
132,2,102,22
133,2,102,56
134,2,102,79
135,2,102,34
136,2,102,79
137,2,102,33
138,2,102,6
139,2,102,82
140,2,102,29
141,2,102,69
142,3,102,63
143,3,102,82
144,3,102,4
145,3,102,79
146,3,102,85
147,3,102,78
148,3,102,68
149,3,102,4
150,3,102,94
151,3,102,45
152,3,102,1
153,3,102,49
154,3,102,15
155,3,102,21
156,3,102,12
157,3,102,8
158,3,102,14
159,3,102,43
160,3,102,78
161,3,102,83
162,3,102,72
163,3,102,52
164,3,102,75
165,4,102,75
166,4,102,62
167,4,102,41
168,4,102,40
169,4,102,25
170,4,102,75
171,4,102,36
172,4,102,82
173,4,102,3
174,4,102,73
175,4,102,78
176,4,102,32
177,4,102,57
178,4,102,82
179,4,102,95
180,5,102,89
181,5,102,51
182,5,102,35
183,5,102,11
184,5,102,16
185,5,102,59
186,5,102,9
187,5,102,22
188,5,102,84
189,5,102,35
190,6,102,37
191,6,102,11
192,6,102,78
193,6,102,48
