# ID,HH_type,SubMeshCode, building_code
0,1,163,116
1,1,163,195
2,1,163,151
3,1,163,45
4,1,163,176
5,1,163,57
6,1,163,55
7,1,163,115
8,1,163,51
9,1,163,32
10,1,163,131
11,1,163,151
12,1,163,5
13,1,163,101
14,1,163,40
15,1,163,136
16,1,163,173
17,1,163,136
18,1,163,182
19,1,163,188
20,1,163,189
21,1,163,197
22,1,163,21
23,1,163,90
24,1,163,183
25,1,163,126
26,1,163,49
27,1,163,27
28,1,163,154
29,1,163,2
30,1,163,157
31,1,163,136
32,1,163,180
33,1,163,183
34,1,163,1
35,1,163,197
36,1,163,65
37,1,163,50
38,1,163,108
39,1,163,18
40,1,163,28
41,1,163,47
42,1,163,53
43,1,163,90
44,1,163,66
45,1,163,29
46,1,163,79
47,1,163,143
48,1,163,138
49,1,163,114
50,1,163,189
51,1,163,49
52,1,163,102
53,1,163,26
54,1,163,115
55,1,163,173
56,1,163,14
57,1,163,185
58,1,163,88
59,1,163,156
60,1,163,109
61,1,163,132
62,1,163,107
63,1,163,162
64,1,163,164
65,1,163,33
66,1,163,143
67,1,163,194
68,1,163,136
69,1,163,158
70,1,163,123
71,1,163,71
72,1,163,30
73,1,163,34
74,1,163,59
75,1,163,28
76,1,163,38
77,1,163,136
78,1,163,90
79,1,163,22
80,1,163,176
81,1,163,189
82,1,163,36
83,1,163,114
84,1,163,67
85,1,163,171
86,1,163,133
87,1,163,69
88,1,163,97
89,1,163,89
90,1,163,175
91,1,163,51
92,1,163,75
93,1,163,114
94,1,163,54
95,1,163,94
96,1,163,23
97,1,163,113
98,1,163,102
99,1,163,146
100,1,163,151
101,1,163,136
102,1,163,131
103,1,163,129
104,1,163,148
105,1,163,161
106,1,163,7
107,1,163,115
108,1,163,43
109,1,163,118
110,1,163,13
111,1,163,170
112,1,163,189
113,1,163,2
114,1,163,87
115,1,163,157
116,1,163,114
117,1,163,167
118,1,163,191
119,1,163,144
120,1,163,30
121,1,163,115
122,1,163,135
123,1,163,3
124,1,163,72
125,1,163,37
126,1,163,118
127,1,163,139
128,1,163,116
129,1,163,130
130,1,163,9
131,1,163,74
132,1,163,122
133,1,163,73
134,1,163,35
135,1,163,74
136,1,163,120
137,1,163,106
138,1,163,136
139,1,163,95
140,1,163,138
141,1,163,149
142,1,163,197
143,1,163,41
144,1,163,174
145,1,163,78
146,1,163,114
147,2,163,29
148,2,163,22
149,2,163,155
150,2,163,20
151,2,163,52
152,2,163,53
153,2,163,93
154,2,163,189
155,2,163,141
156,2,163,85
157,2,163,61
158,2,163,118
159,2,163,110
160,2,163,7
161,2,163,104
162,2,163,44
163,2,163,46
164,2,163,69
165,2,163,90
166,2,163,30
167,2,163,136
168,2,163,198
169,2,163,30
170,2,163,114
171,2,163,136
172,2,163,6
173,2,163,127
174,2,163,50
175,2,163,99
176,2,163,111
177,2,163,136
178,2,163,110
179,2,163,136
180,2,163,174
181,2,163,147
182,2,163,84
183,2,163,103
184,2,163,136
185,2,163,48
186,2,163,58
187,2,163,65
188,2,163,181
189,2,163,115
190,2,163,90
191,2,163,136
192,2,163,28
193,2,163,189
194,2,163,108
195,2,163,31
196,2,163,191
197,2,163,178
198,2,163,44
199,2,163,140
200,2,163,10
201,2,163,134
202,2,163,39
203,2,163,96
204,2,163,98
205,2,163,175
206,2,163,184
207,2,163,3
208,2,163,189
209,2,163,4
210,2,163,76
211,2,163,73
212,2,163,102
213,2,163,197
214,2,163,30
215,2,163,78
216,2,163,8
217,2,163,66
218,2,163,57
219,2,163,23
220,2,163,86
221,2,163,168
222,2,163,140
223,2,163,148
224,2,163,79
225,2,163,76
226,2,163,26
227,2,163,115
228,2,163,48
229,2,163,139
230,2,163,85
231,2,163,192
232,2,163,92
233,2,163,136
234,2,163,153
235,2,163,13
236,2,163,195
237,2,163,56
238,2,163,24
239,2,163,11
240,2,163,25
241,2,163,68
242,2,163,136
243,2,163,110
244,2,163,103
245,2,163,105
246,2,163,169
247,2,163,115
248,3,163,126
249,3,163,50
250,3,163,6
251,3,163,182
252,3,163,190
253,3,163,125
254,3,163,29
255,3,163,136
256,3,163,106
257,3,163,166
258,3,163,165
259,3,163,89
260,3,163,63
261,3,163,136
262,3,163,186
263,3,163,59
264,3,163,112
265,3,163,145
266,3,163,123
267,3,163,133
268,3,163,150
