# ID,HH_type,SubMeshCode, building_code
0,1,23,43
1,1,23,64
2,1,23,196
3,1,23,115
4,1,23,97
5,1,23,170
6,1,23,53
7,1,23,235
8,1,23,177
9,1,23,70
10,1,23,116
11,1,23,26
12,1,23,71
13,1,23,94
14,1,23,4
15,1,23,165
16,1,23,26
17,1,23,148
18,1,23,197
19,1,23,88
20,1,23,12
21,1,23,87
22,1,23,33
23,1,23,164
24,1,23,123
25,1,23,230
26,1,23,62
27,1,23,25
28,1,23,53
29,1,23,100
30,1,23,81
31,1,23,178
32,1,23,170
33,1,23,180
34,1,23,34
35,1,23,54
36,1,23,217
37,1,23,219
38,1,23,60
39,1,23,164
40,1,23,68
41,1,23,18
42,1,23,82
43,1,23,230
44,1,23,132
45,1,23,38
46,1,23,109
47,1,23,138
48,1,23,20
49,1,23,7
50,1,23,191
51,1,23,161
52,1,23,26
53,1,23,152
54,1,23,15
55,1,23,63
56,1,23,36
57,1,23,100
58,1,23,64
59,1,23,5
60,1,23,176
61,1,23,81
62,1,23,142
63,1,23,214
64,1,23,218
65,1,23,101
66,1,23,62
67,1,23,203
68,1,23,221
69,1,23,4
70,1,23,166
71,1,23,233
72,1,23,94
73,1,23,146
74,1,23,56
75,1,23,207
76,1,23,152
77,1,23,104
78,1,23,128
79,1,23,129
80,1,23,2
81,1,23,61
82,1,23,228
83,1,23,190
84,1,23,56
85,1,23,111
86,1,23,58
87,1,23,53
88,1,23,175
89,1,23,108
90,1,23,64
91,1,23,53
92,1,23,170
93,1,23,139
94,1,23,197
95,1,23,101
96,1,23,177
97,1,23,206
98,1,23,42
99,1,23,15
100,1,23,53
101,1,23,10
102,1,23,100
103,1,23,174
104,1,23,35
105,1,23,154
106,1,23,230
107,1,23,60
108,1,23,191
109,1,23,202
110,1,23,164
111,1,23,64
112,1,23,220
113,1,23,21
114,1,23,185
115,1,23,144
116,1,23,126
117,1,23,53
118,1,23,157
119,1,23,80
120,1,23,77
121,1,23,77
122,1,23,230
123,1,23,87
124,1,23,209
125,1,23,168
126,1,23,31
127,1,23,76
128,1,23,184
129,1,23,83
130,1,23,114
131,1,23,151
132,1,23,14
133,1,23,218
134,1,23,25
135,1,23,198
136,1,23,6
137,1,23,44
138,1,23,100
139,1,23,104
140,1,23,208
141,1,23,79
142,1,23,62
143,1,23,64
144,1,23,94
145,1,23,191
146,1,23,47
147,1,23,192
148,1,23,152
149,1,23,67
150,1,23,22
151,1,23,113
152,1,23,6
153,1,23,231
154,1,23,145
155,1,23,93
156,1,23,3
157,1,23,9
158,1,23,194
159,1,23,24
160,1,23,232
161,1,23,25
162,1,23,152
163,1,23,164
164,1,23,142
165,1,23,158
166,1,23,135
167,1,23,23
168,1,23,53
169,1,23,186
170,1,23,100
171,1,23,162
172,1,23,35
173,1,23,123
174,1,23,137
175,1,23,177
176,1,23,158
177,1,23,229
178,1,23,66
179,1,23,43
180,1,23,205
181,1,23,58
182,1,23,78
183,1,23,84
184,1,23,65
185,1,23,133
186,1,23,111
187,1,23,120
188,1,23,202
189,1,23,26
190,1,23,117
191,1,23,170
192,1,23,125
193,1,23,148
194,1,23,177
