# ID,HH_type,SubMeshCode, building_code
0,1,115,153
1,1,115,17
2,1,115,108
3,1,115,88
4,1,115,127
5,1,115,135
6,1,115,163
7,1,115,174
8,1,115,13
9,1,115,101
10,1,115,169
11,1,115,168
12,1,115,40
13,1,115,146
14,1,115,74
15,1,115,62
16,1,115,61
17,1,115,98
18,1,115,33
19,1,115,69
20,1,115,119
21,1,115,108
22,1,115,16
23,1,115,60
24,1,115,85
25,1,115,155
26,1,115,86
27,1,115,107
28,1,115,51
29,1,115,27
30,1,115,159
31,1,115,115
32,1,115,103
33,1,115,114
34,1,115,154
35,1,115,38
36,1,115,25
37,1,115,116
38,1,115,110
39,1,115,30
40,1,115,115
41,1,115,8
42,1,115,71
43,1,115,64
44,1,115,31
45,1,115,25
46,1,115,12
47,1,115,11
48,1,115,94
49,1,115,123
50,1,115,89
51,1,115,44
52,1,115,41
53,1,115,83
54,1,115,135
55,1,115,123
56,1,115,32
57,1,115,50
58,1,115,157
59,1,115,14
60,1,115,161
61,1,115,140
62,1,115,105
63,1,115,80
64,1,115,43
65,1,115,17
66,1,115,73
67,1,115,21
68,1,115,117
69,1,115,45
70,1,115,29
71,1,115,7
72,1,115,119
73,1,115,120
74,1,115,126
75,1,115,165
76,1,115,64
77,1,115,118
78,1,115,76
79,1,115,27
80,1,115,129
81,1,115,59
82,1,115,112
83,1,115,49
84,1,115,155
85,1,115,133
86,1,115,57
87,1,115,65
88,1,115,176
89,1,115,70
90,1,115,131
91,1,115,54
92,1,115,3
93,1,115,104
94,1,115,125
95,1,115,58
96,1,115,84
97,1,115,158
98,1,115,6
99,2,115,121
100,2,115,164
101,2,115,72
102,2,115,91
103,2,115,140
104,2,115,42
105,2,115,39
106,2,115,18
107,2,115,96
108,2,115,93
109,2,115,2
110,2,115,61
111,2,115,24
112,2,115,28
113,2,115,97
114,2,115,87
115,2,115,60
116,2,115,54
117,2,115,47
118,2,115,139
119,2,115,39
120,2,115,67
121,2,115,150
122,2,115,82
123,2,115,95
124,2,115,109
125,2,115,175
126,2,115,63
127,2,115,34
128,2,115,92
129,2,115,19
130,2,115,103
131,2,115,154
132,2,115,25
133,2,115,77
134,2,115,4
135,2,115,92
136,2,115,28
137,2,115,113
138,2,115,148
139,2,115,131
140,2,115,69
141,2,115,15
142,2,115,99
143,2,115,175
144,2,115,147
145,2,115,47
146,2,115,20
147,2,115,52
148,2,115,79
149,2,115,132
150,2,115,68
151,2,115,15
152,2,115,151
153,2,115,30
154,2,115,5
155,2,115,46
156,2,115,136
157,2,115,173
158,2,115,64
159,2,115,53
160,2,115,145
161,2,115,117
162,2,115,56
163,2,115,79
164,3,115,90
165,3,115,162
166,3,115,137
167,3,115,144
168,3,115,101
169,3,115,108
170,3,115,80
171,3,115,1
172,3,115,75
173,3,115,78
174,3,115,36
175,3,115,83
176,3,115,9
177,3,115,105
178,3,115,130
179,3,115,137
180,3,115,147
181,3,115,82
182,3,115,156
183,3,115,141
184,3,115,134
185,3,115,51
186,3,115,142
187,3,115,86
188,3,115,81
189,3,115,160
190,3,115,116
191,3,115,100
192,3,115,58
193,3,115,75
194,3,115,104
195,3,115,66
196,3,115,151
197,3,115,95
198,3,115,10
199,3,115,54
200,3,115,31
201,3,115,138
202,4,115,167
203,4,115,167
204,4,115,130
205,4,115,144
206,4,115,50
207,4,115,170
208,4,115,16
209,4,115,12
210,4,115,48
211,4,115,105
212,4,115,26
213,4,115,143
214,4,115,128
215,4,115,22
216,4,115,152
217,4,115,66
218,4,115,104
219,4,115,13
220,4,115,55
221,4,115,149
222,4,115,35
223,4,115,124
224,4,115,111
225,4,115,158
226,4,115,152
227,4,115,37
228,4,115,84
229,4,115,149
230,4,115,122
231,5,115,172
232,5,115,102
233,5,115,21
234,5,115,91
235,5,115,106
236,5,115,64
237,6,115,171
238,6,115,90
239,6,115,166
240,6,115,23
241,6,115,106
