# ID,HH_type,SubMeshCode, building_code
0,1,98,269
1,1,98,170
2,1,98,295
3,1,98,327
4,1,98,254
5,1,98,199
6,1,98,267
7,1,98,89
8,1,98,67
9,1,98,340
10,1,98,232
11,1,98,179
12,1,98,329
13,1,98,193
14,1,98,273
15,1,98,250
16,1,98,178
17,1,98,135
18,1,98,193
19,1,98,116
20,1,98,337
21,1,98,339
22,1,98,104
23,1,98,109
24,1,98,266
25,1,98,226
26,1,98,90
27,1,98,147
28,1,98,184
29,1,98,120
30,1,98,315
31,1,98,4
32,1,98,216
33,1,98,22
34,1,98,281
35,1,98,179
36,1,98,200
37,1,98,179
38,1,98,199
39,1,98,179
40,1,98,4
41,1,98,21
42,1,98,2
43,1,98,339
44,1,98,179
45,1,98,128
46,1,98,9
47,1,98,193
48,1,98,212
49,1,98,214
50,1,98,90
51,1,98,4
52,1,98,179
53,1,98,179
54,1,98,316
55,1,98,28
56,1,98,159
57,1,98,4
58,1,98,90
59,1,98,151
60,1,98,315
61,1,98,37
62,1,98,105
63,1,98,58
64,1,98,20
65,1,98,121
66,1,98,333
67,1,98,179
68,1,98,68
69,1,98,289
70,1,98,99
71,1,98,179
72,1,98,270
73,1,98,167
74,1,98,128
75,1,98,331
76,1,98,173
77,1,98,179
78,1,98,185
79,1,98,3
80,1,98,289
81,1,98,195
82,1,98,117
83,1,98,179
84,1,98,116
85,1,98,85
86,1,98,231
87,1,98,106
88,1,98,179
89,1,98,275
90,1,98,179
91,1,98,90
92,1,98,272
93,1,98,258
94,1,98,99
95,1,98,240
96,1,98,90
97,1,98,179
98,1,98,140
99,1,98,58
100,1,98,2
101,1,98,179
102,1,98,181
103,1,98,172
104,1,98,177
105,1,98,25
106,1,98,179
107,1,98,179
108,1,98,179
109,1,98,193
110,1,98,179
111,1,98,265
112,1,98,338
113,1,98,179
114,1,98,4
115,1,98,196
116,1,98,179
117,1,98,242
118,1,98,90
119,1,98,190
120,1,98,4
121,1,98,99
122,1,98,179
123,1,98,179
124,1,98,179
125,1,98,4
126,1,98,90
127,1,98,189
128,1,98,179
129,1,98,76
130,1,98,4
131,1,98,183
132,1,98,113
133,1,98,228
134,1,98,210
135,1,98,179
136,1,98,179
137,1,98,168
138,1,98,94
139,1,98,4
140,1,98,83
141,1,98,179
142,1,98,40
143,1,98,179
144,1,98,131
145,1,98,164
146,1,98,210
147,1,98,79
148,1,98,179
149,1,98,126
150,1,98,89
151,1,98,179
152,1,98,341
153,1,98,339
154,1,98,232
155,1,98,142
156,1,98,177
157,1,98,207
158,1,98,179
159,1,98,198
160,1,98,70
161,1,98,24
162,1,98,179
163,1,98,18
164,1,98,128
165,1,98,72
166,1,98,52
167,1,98,249
168,1,98,336
169,1,98,179
170,1,98,249
