# ID,HH_type,SubMeshCode, building_code
0,1,34,74
1,1,34,127
2,1,34,17
3,1,34,112
4,1,34,49
5,1,34,137
6,1,34,119
7,1,34,14
8,1,34,146
9,1,34,71
10,1,34,107
11,1,34,134
12,1,34,169
13,1,34,38
14,1,34,162
15,1,34,142
16,1,34,26
17,1,34,108
18,1,34,111
19,1,34,102
20,1,34,132
21,1,34,136
22,1,34,19
23,1,34,69
24,1,34,21
25,1,34,170
26,1,34,58
27,1,34,163
28,1,34,91
29,1,34,100
30,1,34,54
31,1,34,155
32,1,34,35
33,1,34,125
34,1,34,64
35,1,34,114
36,1,34,133
37,1,34,156
38,1,34,173
39,1,34,86
40,1,34,34
41,1,34,95
42,1,34,149
43,1,34,9
44,1,34,91
45,1,34,141
46,1,34,63
47,1,34,15
48,1,34,175
49,1,34,122
50,1,34,71
51,1,34,140
52,1,34,151
53,1,34,92
54,1,34,71
55,1,34,103
56,1,34,121
57,1,34,153
58,1,34,87
59,1,34,143
60,1,34,3
61,1,34,56
62,1,34,94
63,1,34,46
64,1,34,70
65,1,34,109
66,1,34,97
67,1,34,91
68,1,34,66
69,1,34,122
70,1,34,78
71,1,34,2
72,1,34,117
73,1,34,112
74,1,34,115
75,1,34,93
76,1,34,110
77,1,34,16
78,1,34,56
79,1,34,80
80,1,34,75
81,1,34,142
82,1,34,99
83,1,34,87
84,1,34,8
85,1,34,144
86,1,34,94
87,1,34,105
88,1,34,94
89,1,34,45
90,1,34,11
91,1,34,62
92,1,34,171
93,1,34,47
94,1,34,119
95,1,34,60
96,1,34,11
97,1,34,32
98,1,34,64
99,1,34,1
100,1,34,157
101,1,34,113
102,1,34,90
103,1,34,93
104,1,34,69
105,1,34,171
106,1,34,25
107,1,34,94
108,1,34,172
109,1,34,45
110,1,34,92
111,1,34,94
112,1,34,129
113,1,34,133
114,1,34,97
115,1,34,73
116,1,34,167
117,1,34,148
118,1,34,63
119,1,34,174
120,1,34,101
121,1,34,98
122,1,34,153
123,1,34,137
124,1,34,87
125,1,34,92
126,1,34,161
127,1,34,120
128,1,34,146
129,1,34,50
130,1,34,64
131,1,34,49
132,1,34,59
133,1,34,124
134,1,34,13
135,1,34,48
136,1,34,39
137,1,34,72
138,1,34,155
139,1,34,40
140,1,34,73
141,1,34,36
142,1,34,166
143,1,34,30
144,1,34,61
145,1,34,44
146,1,34,147
147,1,34,71
148,1,34,168
149,1,34,84
150,1,34,55
151,1,34,94
152,1,34,34
153,1,34,158
154,1,34,158
155,1,34,1
156,1,34,15
157,2,34,169
158,2,34,172
159,2,34,112
160,2,34,99
161,2,34,58
162,2,34,175
163,2,34,89
164,2,34,24
165,2,34,163
166,2,34,71
167,2,34,88
168,2,34,87
169,2,34,107
170,2,34,145
171,2,34,52
172,2,34,154
173,2,34,71
174,2,34,126
175,2,34,77
176,2,34,94
177,2,34,157
178,2,34,64
179,2,34,2
180,2,34,79
181,2,34,94
182,2,34,103
183,2,34,73
184,2,34,37
185,2,34,104
186,2,34,27
187,2,34,160
188,2,34,129
189,2,34,100
190,2,34,41
191,2,34,22
192,2,34,94
193,2,34,6
194,2,34,16
195,2,34,9
196,2,34,161
197,2,34,172
198,2,34,170
199,2,34,82
200,2,34,123
201,2,34,46
202,2,34,173
203,2,34,87
204,2,34,84
205,2,34,168
206,2,34,165
207,2,34,10
208,2,34,5
209,2,34,61
210,2,34,131
211,2,34,49
212,2,34,113
213,2,34,130
214,2,34,31
215,2,34,37
216,2,34,131
217,2,34,60
218,2,34,20
219,2,34,159
220,2,34,152
221,2,34,141
222,2,34,29
223,2,34,1
224,2,34,144
225,2,34,94
226,2,34,62
227,2,34,176
228,2,34,64
229,2,34,27
230,2,34,135
231,2,34,76
232,3,34,121
233,3,34,73
234,3,34,147
235,3,34,138
236,3,34,53
237,3,34,81
238,3,34,23
239,3,34,139
240,3,34,32
241,3,34,70
242,3,34,21
243,3,34,103
244,3,34,40
245,3,34,116
246,3,34,56
247,3,34,165
248,3,34,18
249,3,34,67
250,3,34,12
251,3,34,77
252,3,34,10
253,3,34,105
254,3,34,139
255,3,34,96
256,3,34,51
257,3,34,59
258,3,34,82
259,3,34,28
260,3,34,93
261,3,34,4
262,3,34,125
263,3,34,10
264,3,34,148
265,3,34,104
266,3,34,95
267,3,34,109
268,3,34,85
269,3,34,73
270,3,34,6
271,4,34,164
272,4,34,57
273,4,34,35
274,4,34,42
275,4,34,81
276,4,34,125
277,4,34,128
278,4,34,41
279,4,34,83
280,4,34,48
281,4,34,42
282,4,34,121
283,4,34,65
284,4,34,94
285,4,34,50
286,4,34,33
287,4,34,64
288,4,34,87
289,4,34,120
290,4,34,7
291,4,34,73
292,4,34,87
293,4,34,24
294,4,34,83
295,5,34,150
296,5,34,106
297,5,34,68
298,5,34,57
299,5,34,118
300,5,34,75
301,5,34,6
302,5,34,123
303,6,34,153
304,6,34,19
305,6,34,43
306,6,34,9
