# ID,HH_type,SubMeshCode, building_code
0,1,257,293
1,1,257,288
2,1,257,304
3,1,257,385
4,1,257,211
5,1,257,279
6,1,257,172
7,1,257,195
8,1,257,122
9,1,257,208
10,1,257,21
11,1,257,50
12,1,257,339
13,1,257,387
14,1,257,329
15,1,257,16
16,1,257,232
17,1,257,344
18,1,257,208
19,1,257,357
20,1,257,203
21,1,257,386
22,1,257,260
23,1,257,276
24,1,257,152
25,1,257,378
26,1,257,322
27,1,257,145
28,1,257,289
29,1,257,87
30,1,257,167
31,1,257,148
32,1,257,314
33,1,257,389
34,1,257,238
35,1,257,235
36,1,257,67
37,1,257,288
38,1,257,288
39,1,257,29
40,1,257,197
41,1,257,186
42,1,257,343
43,1,257,313
44,1,257,236
45,1,257,194
46,1,257,166
47,1,257,157
48,1,257,198
49,1,257,5
50,1,257,309
51,1,257,201
52,1,257,284
53,1,257,327
54,1,257,296
55,1,257,266
56,1,257,111
57,1,257,129
58,1,257,217
59,1,257,229
60,1,257,235
61,1,257,102
62,1,257,201
63,1,257,76
64,1,257,81
65,1,257,137
66,1,257,324
67,1,257,251
68,1,257,59
69,1,257,278
70,1,257,300
71,1,257,38
72,1,257,371
73,1,257,69
74,1,257,9
75,1,257,25
76,1,257,286
77,1,257,52
78,1,257,170
79,1,257,268
80,1,257,231
81,1,257,373
82,1,257,352
83,1,257,128
84,1,257,137
85,1,257,389
86,1,257,110
87,1,257,356
88,1,257,40
89,1,257,325
90,1,257,283
91,1,257,232
92,1,257,164
93,1,257,7
94,1,257,4
95,1,257,350
96,1,257,347
97,1,257,27
98,1,257,324
99,1,257,171
100,1,257,359
101,1,257,244
102,1,257,355
103,1,257,236
104,1,257,361
105,1,257,323
106,1,257,198
107,1,257,203
108,1,257,178
109,1,257,256
110,1,257,246
111,1,257,288
112,1,257,84
113,1,257,31
114,1,257,315
115,1,257,140
116,1,257,210
117,1,257,92
118,1,257,70
119,1,257,3
120,1,257,91
121,1,257,326
122,1,257,368
123,1,257,168
124,1,257,222
125,1,257,213
126,1,257,113
127,1,257,59
128,1,257,207
129,1,257,354
130,1,257,43
131,1,257,287
132,1,257,52
133,1,257,136
134,1,257,198
135,1,257,60
136,1,257,42
137,1,257,26
138,1,257,353
139,1,257,155
140,1,257,24
141,1,257,145
142,1,257,48
143,1,257,112
144,1,257,388
145,1,257,98
146,1,257,146
147,1,257,66
148,1,257,151
149,1,257,20
150,1,257,364
151,1,257,295
152,1,257,16
153,1,257,247
154,1,257,144
155,1,257,332
156,1,257,249
157,1,257,372
158,1,257,391
159,1,257,166
160,1,257,95
161,1,257,69
162,1,257,199
163,1,257,68
164,1,257,325
165,1,257,274
166,1,257,237
167,1,257,182
168,1,257,230
169,1,257,94
170,1,257,288
171,1,257,124
172,1,257,297
173,1,257,72
174,1,257,79
175,1,257,288
176,1,257,277
177,1,257,262
178,1,257,290
179,1,257,296
180,1,257,225
181,1,257,275
182,1,257,119
183,1,257,209
184,1,257,92
185,1,257,105
186,2,257,132
187,2,257,18
188,2,257,114
189,2,257,317
190,2,257,109
191,2,257,196
192,2,257,216
193,2,257,266
194,2,257,100
195,2,257,320
196,2,257,62
197,2,257,86
198,2,257,73
199,2,257,56
200,2,257,254
201,2,257,199
202,2,257,288
203,2,257,272
204,2,257,260
205,2,257,121
206,2,257,122
207,2,257,349
208,2,257,376
209,2,257,8
210,2,257,196
211,2,257,294
212,2,257,179
213,2,257,40
214,2,257,288
215,2,257,256
216,2,257,350
217,2,257,309
218,2,257,329
219,2,257,347
220,2,257,299
221,2,257,36
222,2,257,259
223,2,257,328
224,2,257,161
225,2,257,127
226,2,257,23
227,2,257,322
228,2,257,50
229,2,257,103
230,2,257,306
231,2,257,237
232,2,257,263
233,2,257,78
234,2,257,231
235,2,257,110
236,2,257,151
237,2,257,288
238,2,257,288
239,2,257,33
240,2,257,210
241,2,257,280
242,2,257,59
243,2,257,50
244,2,257,84
245,2,257,328
246,2,257,142
247,2,257,71
248,2,257,103
249,2,257,64
250,2,257,121
251,2,257,81
252,2,257,39
253,2,257,99
254,2,257,151
255,2,257,135
256,2,257,173
257,2,257,165
258,2,257,12
259,2,257,302
260,2,257,13
261,2,257,215
262,2,257,74
263,2,257,17
264,2,257,242
265,2,257,360
266,2,257,151
267,2,257,248
268,2,257,245
269,2,257,291
270,2,257,64
271,2,257,153
272,2,257,68
273,2,257,300
274,2,257,154
275,2,257,176
276,2,257,253
277,2,257,310
278,2,257,288
279,2,257,77
280,2,257,118
281,2,257,374
282,2,257,331
283,2,257,356
284,2,257,44
285,2,257,135
286,2,257,145
287,2,257,116
288,2,257,307
289,2,257,39
290,2,257,285
291,2,257,19
292,2,257,14
293,2,257,234
294,2,257,42
295,2,257,11
296,2,257,234
297,2,257,174
298,2,257,284
299,2,257,303
300,2,257,373
301,2,257,380
302,2,257,358
303,2,257,1
304,2,257,120
305,2,257,287
306,2,257,9
307,2,257,301
308,2,257,385
309,2,257,386
310,2,257,269
311,2,257,68
312,2,257,55
313,2,257,383
314,2,257,271
315,2,257,281
316,2,257,35
317,2,257,16
318,2,257,34
319,2,257,140
320,2,257,267
321,2,257,143
322,2,257,163
323,2,257,41
324,2,257,115
325,2,257,177
326,2,257,44
327,2,257,89
328,2,257,195
329,2,257,145
330,2,257,80
331,2,257,239
332,2,257,391
333,2,257,121
334,2,257,65
335,2,257,255
336,2,257,254
337,2,257,45
338,2,257,108
339,2,257,286
340,2,257,115
341,2,257,136
342,2,257,335
343,2,257,102
344,2,257,303
345,2,257,190
346,2,257,363
347,2,257,85
348,2,257,255
349,2,257,133
350,2,257,101
351,2,257,28
352,2,257,360
353,2,257,346
354,2,257,71
355,2,257,327
356,2,257,264
357,2,257,221
358,2,257,318
359,2,257,151
360,2,257,327
361,2,257,245
362,2,257,63
363,2,257,106
364,2,257,265
365,2,257,68
366,2,257,156
367,2,257,171
368,2,257,240
369,2,257,367
370,2,257,141
371,2,257,229
372,2,257,82
373,2,257,178
374,2,257,196
375,2,257,382
376,2,257,231
377,2,257,282
378,2,257,134
379,2,257,38
380,2,257,128
381,2,257,355
382,2,257,181
383,2,257,319
384,2,257,131
385,2,257,321
386,2,257,57
387,2,257,58
388,2,257,7
389,2,257,231
390,2,257,275
391,2,257,222
392,2,257,249
393,2,257,341
394,2,257,231
395,2,257,98
396,2,257,387
397,2,257,66
398,2,257,204
399,2,257,155
400,2,257,223
401,2,257,146
402,2,257,238
403,3,257,218
404,3,257,189
405,3,257,365
406,3,257,198
407,3,257,224
408,3,257,221
409,3,257,243
410,3,257,288
411,3,257,377
412,3,257,212
413,3,257,378
414,3,257,288
415,3,257,288
416,3,257,227
417,3,257,146
418,3,257,19
419,3,257,340
420,3,257,50
421,3,257,149
422,3,257,311
423,3,257,86
424,3,257,61
425,3,257,237
426,3,257,259
427,3,257,73
428,3,257,384
429,3,257,214
430,3,257,50
431,3,257,184
432,3,257,137
433,3,257,54
434,3,257,96
435,3,257,159
436,3,257,239
437,3,257,334
438,3,257,312
439,3,257,301
440,3,257,13
441,3,257,83
442,3,257,183
443,3,257,300
444,3,257,371
445,3,257,123
446,3,257,264
447,3,257,22
448,3,257,11
449,3,257,51
450,3,257,292
451,3,257,160
452,3,257,93
453,3,257,226
454,3,257,377
455,3,257,174
456,3,257,199
457,3,257,48
458,3,257,268
459,3,257,361
460,3,257,77
461,3,257,279
462,3,257,336
463,3,257,393
464,3,257,43
465,3,257,243
466,3,257,258
467,3,257,146
468,3,257,192
469,3,257,351
470,3,257,114
471,3,257,288
472,3,257,138
473,3,257,392
474,3,257,284
475,3,257,205
476,3,257,250
477,3,257,200
478,3,257,318
479,3,257,83
480,3,257,57
481,3,257,68
482,3,257,185
483,3,257,245
484,3,257,184
485,3,257,117
486,3,257,35
487,3,257,60
488,3,257,223
489,3,257,182
490,3,257,175
491,3,257,189
492,3,257,255
493,3,257,46
494,3,257,293
495,3,257,31
496,3,257,105
497,3,257,64
498,3,257,90
499,3,257,336
500,3,257,308
501,3,257,151
502,3,257,230
503,3,257,51
504,3,257,151
505,3,257,151
506,3,257,313
507,3,257,232
508,3,257,73
509,3,257,49
510,3,257,270
511,3,257,97
512,3,257,32
513,3,257,330
514,3,257,160
515,3,257,37
516,3,257,103
517,3,257,247
518,3,257,241
519,3,257,230
520,3,257,80
521,3,257,246
522,3,257,111
523,3,257,119
524,3,257,102
525,3,257,47
526,3,257,8
527,3,257,262
528,3,257,319
529,3,257,245
530,3,257,199
531,3,257,209
532,3,257,381
533,3,257,150
534,3,257,326
535,3,257,109
536,3,257,49
537,3,257,93
538,3,257,180
539,3,257,17
540,3,257,220
541,3,257,61
542,3,257,107
543,3,257,21
544,3,257,139
545,3,257,226
546,3,257,395
547,3,257,188
548,3,257,190
549,3,257,59
550,3,257,390
551,3,257,55
552,3,257,135
553,3,257,158
554,3,257,11
555,3,257,166
556,3,257,41
557,3,257,251
558,3,257,229
559,4,257,222
560,4,257,299
561,4,257,261
562,4,257,229
563,4,257,188
564,4,257,196
565,4,257,162
566,4,257,59
567,4,257,288
568,4,257,338
569,4,257,125
570,4,257,75
571,4,257,72
572,4,257,246
573,4,257,34
574,4,257,13
575,4,257,88
576,4,257,99
577,4,257,6
578,4,257,141
579,4,257,240
580,4,257,335
581,4,257,285
582,4,257,134
583,4,257,104
584,4,257,237
585,4,257,53
586,4,257,312
587,4,257,133
588,4,257,191
589,4,257,244
590,4,257,197
591,4,257,82
592,4,257,315
593,4,257,207
594,4,257,316
