# ID,HH_type,SubMeshCode, building_code
0,1,264,110
1,1,264,132
2,1,264,194
3,1,264,200
4,1,264,15
5,1,264,60
6,1,264,217
7,1,264,239
8,1,264,67
9,1,264,182
10,1,264,169
11,1,264,70
12,1,264,4
13,1,264,101
14,1,264,236
15,1,264,174
16,1,264,137
17,1,264,79
18,1,264,192
19,1,264,208
20,1,264,229
21,1,264,175
22,1,264,198
23,1,264,160
24,1,264,190
25,1,264,136
26,1,264,61
27,1,264,135
28,1,264,65
29,1,264,16
30,1,264,139
31,1,264,76
32,1,264,157
33,1,264,62
34,1,264,58
35,1,264,48
36,1,264,196
37,1,264,234
38,1,264,138
39,1,264,36
40,1,264,233
41,1,264,83
42,1,264,116
43,1,264,226
44,1,264,9
45,1,264,149
46,1,264,95
47,1,264,87
48,1,264,208
49,1,264,10
50,1,264,146
51,1,264,237
52,1,264,193
53,1,264,126
54,1,264,53
55,1,264,22
56,1,264,199
57,1,264,67
58,1,264,98
59,1,264,232
60,1,264,177
61,1,264,153
62,1,264,219
63,1,264,150
64,1,264,43
65,1,264,155
66,1,264,204
67,1,264,95
68,1,264,225
69,1,264,24
70,1,264,14
71,1,264,173
72,1,264,156
73,1,264,190
74,1,264,213
75,1,264,84
76,1,264,128
77,1,264,223
78,1,264,215
79,1,264,242
80,1,264,239
81,1,264,113
82,1,264,168
83,1,264,13
84,1,264,206
85,1,264,32
86,1,264,54
87,1,264,162
88,1,264,187
89,1,264,217
90,1,264,7
91,1,264,82
92,1,264,200
93,1,264,73
94,1,264,161
95,1,264,57
96,1,264,177
97,1,264,102
98,1,264,108
99,1,264,107
100,1,264,52
101,1,264,39
102,1,264,42
103,2,264,162
104,2,264,83
105,2,264,71
106,2,264,132
107,2,264,47
108,2,264,234
109,2,264,46
110,2,264,125
111,2,264,30
112,2,264,105
113,2,264,231
114,2,264,189
115,2,264,118
116,2,264,44
117,2,264,151
118,2,264,229
119,2,264,172
120,2,264,195
121,2,264,96
122,2,264,238
123,2,264,93
124,2,264,19
125,2,264,195
126,2,264,130
127,2,264,192
128,2,264,143
129,2,264,28
130,2,264,149
131,2,264,179
132,2,264,89
133,2,264,220
134,2,264,29
135,2,264,222
136,2,264,129
137,2,264,72
138,2,264,75
139,2,264,40
140,2,264,76
141,2,264,45
142,2,264,93
143,2,264,175
144,2,264,6
145,2,264,121
146,2,264,130
147,2,264,144
148,2,264,161
149,2,264,80
150,2,264,97
151,2,264,238
152,2,264,99
153,2,264,216
154,2,264,34
155,2,264,127
156,2,264,218
157,2,264,201
158,2,264,1
159,2,264,102
160,2,264,94
161,2,264,49
162,2,264,237
163,2,264,212
164,2,264,8
165,2,264,103
166,2,264,108
167,2,264,109
168,2,264,122
169,2,264,233
170,2,264,195
171,2,264,143
172,2,264,63
173,2,264,159
174,2,264,240
175,2,264,70
176,2,264,216
177,2,264,239
178,2,264,51
179,2,264,183
180,2,264,54
181,2,264,93
182,2,264,166
183,2,264,207
184,2,264,210
185,2,264,71
186,2,264,147
187,2,264,228
188,2,264,48
189,2,264,3
190,2,264,11
191,2,264,101
192,2,264,131
193,2,264,153
194,2,264,40
195,2,264,222
196,2,264,240
197,2,264,178
198,2,264,65
199,2,264,172
200,2,264,178
201,2,264,91
202,2,264,185
203,2,264,55
204,2,264,119
205,2,264,100
206,2,264,23
207,2,264,116
208,2,264,33
209,2,264,53
210,2,264,41
211,2,264,155
212,2,264,167
213,2,264,126
214,2,264,122
215,2,264,221
216,2,264,105
217,2,264,72
218,2,264,10
219,2,264,12
220,2,264,59
221,2,264,140
222,2,264,117
223,2,264,21
224,2,264,195
225,2,264,227
226,2,264,144
227,2,264,238
228,3,264,27
229,3,264,205
230,3,264,90
231,3,264,163
232,3,264,38
233,3,264,169
234,3,264,215
235,3,264,81
236,3,264,188
237,3,264,96
238,3,264,26
239,3,264,17
240,3,264,195
241,3,264,85
242,3,264,109
243,3,264,146
244,3,264,112
245,3,264,51
246,3,264,79
247,3,264,106
248,3,264,137
249,3,264,228
250,3,264,180
251,3,264,37
252,3,264,74
253,3,264,241
254,3,264,197
255,3,264,89
256,3,264,50
257,3,264,64
258,3,264,94
259,3,264,69
260,3,264,115
261,3,264,100
262,3,264,33
263,3,264,87
264,3,264,90
265,3,264,152
266,3,264,142
267,3,264,191
268,3,264,46
269,3,264,170
270,3,264,86
271,3,264,150
272,3,264,70
273,3,264,128
274,3,264,68
275,3,264,145
276,3,264,211
277,3,264,141
278,3,264,120
279,3,264,97
280,3,264,124
281,3,264,123
282,3,264,69
283,3,264,3
284,3,264,230
285,3,264,18
286,3,264,235
287,3,264,44
288,3,264,85
289,3,264,121
290,3,264,110
291,3,264,92
292,3,264,133
293,3,264,114
294,3,264,66
295,3,264,224
296,3,264,27
297,3,264,5
298,3,264,82
299,3,264,230
300,3,264,202
301,3,264,2
302,3,264,45
303,3,264,134
304,4,264,179
305,4,264,106
306,4,264,183
307,4,264,152
308,4,264,164
309,4,264,140
310,4,264,7
311,4,264,148
312,4,264,31
313,4,264,241
314,4,264,222
315,4,264,55
316,4,264,20
317,4,264,50
318,4,264,223
319,4,264,88
320,4,264,86
321,4,264,176
322,4,264,117
323,4,264,223
324,4,264,142
325,4,264,212
326,4,264,186
327,4,264,68
328,4,264,95
329,4,264,10
330,4,264,202
331,4,264,158
332,4,264,18
333,4,264,209
334,4,264,5
335,4,264,203
336,4,264,214
337,4,264,180
338,4,264,222
339,4,264,221
340,4,264,154
341,4,264,104
342,4,264,46
343,4,264,24
344,4,264,165
345,4,264,28
346,4,264,107
347,4,264,29
348,4,264,34
349,5,264,133
350,5,264,109
351,5,264,111
352,5,264,77
353,5,264,163
354,5,264,83
355,5,264,181
356,5,264,73
357,5,264,78
358,5,264,77
359,5,264,56
360,5,264,242
361,5,264,11
362,5,264,236
363,5,264,223
364,6,264,127
365,6,264,141
366,6,264,4
367,6,264,184
368,6,264,156
369,6,264,129
370,7,264,25
371,7,264,35
372,7,264,10
373,7,264,171
374,7,264,235
