# ID,HH_type,SubMeshCode, building_code
0,1,312,135
1,1,312,138
2,1,312,215
3,1,312,87
4,1,312,48
5,1,312,182
6,1,312,32
7,1,312,131
8,1,312,19
9,1,312,17
10,1,312,181
11,1,312,155
12,1,312,92
13,1,312,204
14,1,312,121
15,1,312,42
16,1,312,78
17,1,312,146
18,1,312,13
19,1,312,28
20,1,312,211
21,1,312,179
22,1,312,34
23,1,312,82
24,1,312,12
25,1,312,118
26,1,312,90
27,1,312,144
28,1,312,66
29,1,312,106
30,1,312,47
31,1,312,176
32,1,312,202
33,1,312,187
34,1,312,194
35,1,312,52
36,1,312,113
37,1,312,190
38,1,312,80
39,1,312,37
40,1,312,157
41,1,312,132
42,1,312,142
43,1,312,41
44,1,312,203
45,1,312,36
46,1,312,60
47,1,312,166
48,1,312,218
49,1,312,3
50,1,312,27
51,1,312,209
52,1,312,147
53,1,312,177
54,1,312,29
55,1,312,140
56,1,312,192
57,1,312,115
58,1,312,217
59,1,312,100
60,1,312,154
61,1,312,123
62,1,312,151
63,1,312,75
64,1,312,184
65,1,312,96
66,1,312,193
67,1,312,188
68,1,312,99
69,1,312,7
70,1,312,212
71,1,312,134
72,1,312,53
73,1,312,150
74,1,312,86
75,1,312,102
76,1,312,112
77,1,312,33
78,1,312,55
79,1,312,152
80,1,312,95
81,1,312,127
82,1,312,216
83,2,312,175
84,2,312,173
85,2,312,195
86,2,312,169
87,2,312,65
88,2,312,24
89,2,312,22
90,2,312,9
91,2,312,139
92,2,312,72
93,2,312,50
94,2,312,199
95,2,312,153
96,2,312,183
97,2,312,104
98,2,312,98
99,2,312,23
100,2,312,108
101,2,312,88
102,2,312,20
103,2,312,84
104,2,312,79
105,2,312,64
106,2,312,149
107,2,312,25
108,2,312,105
109,2,312,214
110,2,312,15
111,2,312,10
112,2,312,11
113,2,312,94
114,2,312,162
115,2,312,210
116,2,312,156
117,2,312,46
118,2,312,1
119,2,312,109
120,2,312,180
121,2,312,174
122,2,312,165
123,2,312,73
124,2,312,128
125,2,312,126
126,2,312,219
127,2,312,5
128,2,312,61
129,2,312,116
130,2,312,129
131,2,312,186
132,2,312,145
133,2,312,110
134,2,312,136
135,2,312,49
136,2,312,168
137,2,312,44
138,2,312,159
139,2,312,170
140,2,312,122
141,2,312,207
142,2,312,213
143,2,312,200
144,3,312,16
145,3,312,148
146,3,312,69
147,3,312,189
148,3,312,31
149,3,312,89
150,3,312,4
151,3,312,85
152,3,312,18
153,3,312,97
154,3,312,81
155,3,312,14
156,3,312,51
157,3,312,107
158,3,312,63
159,3,312,201
160,3,312,197
161,3,312,208
162,3,312,198
163,3,312,57
164,3,312,38
165,3,312,164
166,3,312,141
167,3,312,91
168,3,312,40
169,3,312,68
170,3,312,93
171,3,312,111
172,3,312,58
173,4,312,76
174,4,312,2
175,4,312,67
176,4,312,172
177,4,312,114
178,4,312,133
179,4,312,167
180,4,312,120
181,4,312,54
182,4,312,185
183,4,312,77
184,4,312,59
185,4,312,8
186,4,312,119
187,4,312,30
188,4,312,62
189,4,312,206
190,4,312,196
191,4,312,74
192,4,312,56
193,5,312,39
194,5,312,178
195,5,312,160
196,5,312,130
197,5,312,163
198,5,312,143
199,5,312,70
200,5,312,21
201,5,312,171
202,5,312,117
203,5,312,83
204,5,312,43
205,5,312,124
206,6,312,103
207,6,312,35
208,6,312,205
209,6,312,6
210,6,312,158
