# ID,HH_type,SubMeshCode, building_code
0,1,103,26
1,1,103,9
2,1,103,18
3,1,103,24
4,1,103,20
5,1,103,40
6,1,103,42
7,1,103,3
8,1,103,43
9,1,103,25
10,1,103,30
11,1,103,36
12,1,103,25
13,1,103,14
14,1,103,49
15,1,103,44
16,1,103,48
17,1,103,11
18,1,103,6
19,1,103,31
20,1,103,34
21,1,103,13
22,1,103,19
23,1,103,50
24,1,103,8
25,1,103,28
26,1,103,7
27,1,103,35
28,1,103,43
29,1,103,12
30,1,103,14
31,1,103,35
32,1,103,42
33,1,103,4
34,1,103,29
35,1,103,8
36,1,103,46
37,1,103,32
38,1,103,39
39,1,103,17
40,2,103,8
41,2,103,6
42,2,103,38
43,2,103,7
44,2,103,1
45,2,103,16
46,2,103,5
47,2,103,46
48,2,103,37
49,2,103,10
50,2,103,27
51,2,103,30
52,2,103,23
53,3,103,18
54,3,103,6
55,3,103,41
56,3,103,48
57,3,103,5
58,3,103,8
59,3,103,41
60,3,103,21
61,3,103,33
62,3,103,22
63,4,103,45
64,4,103,47
65,4,103,2
66,4,103,15
67,4,103,42
68,4,103,2
69,6,103,31
