# ID,HH_type,SubMeshCode, building_code
0,1,78,53
1,1,78,164
2,1,78,42
3,1,78,79
4,1,78,81
5,1,78,163
6,1,78,152
7,1,78,131
8,1,78,135
9,1,78,150
10,1,78,186
11,1,78,143
12,1,78,67
13,1,78,101
14,1,78,96
15,1,78,12
16,1,78,170
17,1,78,170
18,1,78,187
19,1,78,44
20,1,78,132
21,1,78,46
22,1,78,100
23,1,78,42
24,1,78,181
25,1,78,167
26,1,78,56
27,1,78,161
28,1,78,69
29,1,78,41
30,1,78,74
31,1,78,152
32,1,78,79
33,1,78,63
34,1,78,58
35,1,78,73
36,1,78,161
37,1,78,142
38,1,78,61
39,1,78,11
40,1,78,111
41,1,78,130
42,1,78,42
43,1,78,127
44,1,78,183
45,1,78,42
46,1,78,142
47,1,78,60
48,1,78,20
49,1,78,89
50,1,78,97
51,1,78,61
52,1,78,186
53,1,78,185
54,1,78,130
55,1,78,112
56,1,78,90
57,1,78,98
58,1,78,73
59,1,78,95
60,1,78,107
61,1,78,115
62,1,78,78
63,1,78,13
64,1,78,140
65,1,78,9
66,1,78,111
67,1,78,104
68,1,78,39
69,1,78,168
70,1,78,72
71,1,78,24
72,1,78,71
73,1,78,185
74,1,78,138
75,1,78,73
76,1,78,116
77,1,78,66
78,1,78,174
79,1,78,120
80,1,78,189
81,1,78,115
82,1,78,21
83,1,78,179
84,1,78,6
85,1,78,145
86,1,78,94
87,1,78,75
88,1,78,63
89,1,78,142
90,1,78,92
91,1,78,52
92,1,78,165
93,1,78,34
94,1,78,169
95,1,78,170
96,1,78,23
97,1,78,27
98,1,78,142
99,1,78,14
100,1,78,67
101,1,78,42
102,1,78,160
103,1,78,5
104,1,78,191
105,1,78,37
106,1,78,150
107,1,78,172
108,1,78,99
109,1,78,42
110,1,78,160
111,1,78,142
112,1,78,78
113,1,78,127
114,1,78,178
115,1,78,86
116,1,78,104
117,1,78,176
118,1,78,55
119,1,78,79
120,1,78,173
121,1,78,42
122,1,78,165
123,1,78,40
124,1,78,42
125,1,78,142
126,1,78,134
127,1,78,149
128,1,78,59
129,1,78,156
130,1,78,54
131,1,78,148
132,1,78,45
133,1,78,72
134,1,78,106
135,1,78,160
136,1,78,154
137,1,78,85
138,1,78,91
139,1,78,141
140,1,78,4
141,1,78,42
142,1,78,93
143,1,78,37
144,1,78,100
145,1,78,92
146,1,78,42
147,1,78,102
148,1,78,147
149,1,78,7
150,1,78,190
151,1,78,103
152,1,78,182
153,1,78,163
154,1,78,125
155,1,78,156
156,1,78,166
157,1,78,100
158,1,78,177
159,1,78,167
160,1,78,128
161,1,78,108
162,1,78,159
163,1,78,179
164,1,78,80
165,1,78,170
166,1,78,2
167,1,78,117
168,1,78,45
169,1,78,46
170,1,78,108
171,1,78,56
172,1,78,77
173,1,78,10
174,1,78,124
175,1,78,88
176,1,78,132
177,1,78,140
178,1,78,118
179,1,78,2
180,1,78,92
181,1,78,36
182,1,78,136
183,1,78,40
184,1,78,129
185,1,78,96
186,1,78,31
187,1,78,3
188,1,78,137
189,1,78,141
190,1,78,47
191,1,78,181
192,1,78,157
193,1,78,133
194,1,78,11
195,1,78,46
196,1,78,44
197,1,78,142
198,1,78,39
199,1,78,113
200,1,78,83
201,1,78,55
202,1,78,20
203,1,78,172
204,1,78,154
205,1,78,131
206,1,78,50
207,1,78,144
208,1,78,192
209,1,78,164
210,1,78,32
211,2,78,68
212,2,78,109
213,2,78,100
214,2,78,162
215,2,78,93
216,2,78,99
217,2,78,97
218,2,78,75
219,2,78,100
220,2,78,110
221,2,78,155
222,2,78,146
223,2,78,76
224,2,78,88
225,2,78,191
226,2,78,8
227,2,78,104
228,2,78,174
229,2,78,144
230,2,78,188
231,2,78,125
232,2,78,70
233,2,78,180
234,2,78,79
235,2,78,10
236,2,78,27
237,2,78,51
238,2,78,188
239,2,78,142
240,2,78,171
241,2,78,167
242,2,78,16
243,2,78,179
244,2,78,189
245,2,78,60
246,2,78,159
247,2,78,8
248,2,78,28
249,2,78,82
250,2,78,19
251,2,78,184
252,2,78,142
253,2,78,62
254,2,78,48
255,2,78,142
256,2,78,62
257,2,78,42
258,2,78,163
259,2,78,43
260,2,78,28
261,2,78,18
262,2,78,142
263,2,78,150
264,2,78,77
265,2,78,63
266,2,78,33
267,2,78,151
268,2,78,42
269,2,78,49
270,2,78,113
271,2,78,193
272,2,78,140
273,2,78,164
274,2,78,29
275,2,78,79
276,2,78,126
277,2,78,13
278,2,78,14
279,2,78,42
280,2,78,38
281,2,78,42
282,2,78,175
283,2,78,122
284,2,78,42
285,2,78,68
286,2,78,129
287,2,78,188
288,2,78,5
289,2,78,102
290,2,78,145
291,2,78,79
292,2,78,155
293,2,78,79
294,2,78,105
295,2,78,114
296,2,78,17
297,2,78,192
298,2,78,146
299,2,78,15
300,2,78,152
301,2,78,108
302,2,78,123
303,2,78,25
304,2,78,96
305,2,78,170
306,2,78,87
307,2,78,26
308,2,78,113
309,2,78,173
310,2,78,35
311,2,78,141
312,3,78,181
313,3,78,188
314,3,78,138
315,3,78,148
316,3,78,142
317,3,78,145
318,3,78,142
319,3,78,36
320,3,78,47
321,3,78,178
322,3,78,76
323,3,78,176
324,3,78,65
325,3,78,142
326,3,78,98
327,3,78,30
328,3,78,104
329,3,78,122
330,3,78,59
331,3,78,52
332,3,78,119
333,3,78,161
334,3,78,104
335,3,78,87
336,3,78,15
337,3,78,142
338,3,78,193
339,3,78,35
340,3,78,30
341,3,78,59
342,3,78,1
343,3,78,139
344,3,78,104
345,3,78,97
346,3,78,89
347,3,78,190
348,3,78,89
349,3,78,176
350,3,78,68
351,3,78,121
352,3,78,75
353,3,78,163
354,3,78,91
355,3,78,57
356,3,78,84
357,4,78,28
358,4,78,181
359,4,78,136
360,4,78,79
361,4,78,106
362,4,78,176
363,4,78,77
364,4,78,86
365,4,78,168
366,4,78,89
367,4,78,118
368,4,78,181
369,4,78,24
370,4,78,180
371,4,78,136
372,4,78,164
373,4,78,89
374,4,78,1
375,4,78,85
376,4,78,26
377,4,78,75
378,4,78,67
379,4,78,24
380,4,78,170
381,4,78,91
382,4,78,111
383,4,78,157
384,4,78,175
385,4,78,17
386,5,78,118
387,5,78,181
388,5,78,71
389,5,78,153
390,5,78,77
391,6,78,31
392,6,78,158
393,6,78,22
394,6,78,33
395,6,78,182
396,7,78,79
397,7,78,79
398,7,78,167
399,7,78,64
